model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181200      2458452.0        0.      0.    5.00E+000      0.3792      0.6127      0.0029     0.000     0.000     0.303     0.512     0.819
20181201      2458453.0      676.      0.    5.00E+000      0.2908      0.7821      0.0029     0.000     0.000     0.941     0.877     0.908
20181202      2458454.0     2172.      1.    5.00E+000      0.1973      0.9654      0.0029     0.017     0.009     0.878     0.777     0.882
20181203      2458455.0     2514.      1.    5.00E+000      0.1194      1.1575      0.0029     0.012     0.008     0.920     0.776     0.784
20181204      2458456.0       74.      0.    5.00E+000      0.0599      1.3471      0.0029     0.000     0.000     0.815     0.983     0.778
20181205      2458457.0     3862.      1.    5.00E+000      0.0207      1.5312      0.0029     0.011     0.006     0.223     0.338     0.821
20181206      2458458.0        0.      0.    5.00E+000      0.0035      1.8106      0.0029     0.000     0.000     0.435     0.485     0.760
20181207      2458459.0     4577.      1.    5.00E+000      0.0051      1.6714      0.0029     0.008     0.004     0.443     0.538     0.778
20181208      2458460.0     3913.      1.    5.00E+000      0.0273      1.5318      0.0029     0.008     0.005     0.957     0.796     0.802
20181209      2458461.0     2055.      1.    5.00E+000      0.0672      1.3995      0.0029     0.011     0.006     1.034     1.037     0.795
20181210      2458462.0     6194.      1.    5.00E+000      0.1226      1.2683      0.0029     0.006     0.003     1.178     1.076     0.878
20181211      2458463.0     7606.      1.    5.00E+000      0.1910      1.1431      0.0029     0.005     0.003     0.891     0.873     0.689
20181212      2458464.0     2239.      0.    5.00E+000      0.2700      1.0253      0.0029     0.000     0.000     1.050     0.942     0.905
20181213      2458465.0     6233.      1.    5.00E+000      0.3573      0.9218      0.0029     0.006     0.003     1.190     0.964     0.687
20181214      2458466.0     1803.      0.    5.00E+000      0.4504      0.8365      0.0029     0.000     0.000     1.077     0.933     0.934
20181215      2458467.0     1753.      0.    5.00E+000      0.5467      0.7621      0.0029     0.000     0.000     1.264     1.077     0.846
20181216      2458468.0     3591.      0.    5.00E+000      0.6434      0.6821      0.0029     0.000     0.000     1.380     1.286     0.976
20181217      2458469.0        0.      0.    5.00E+000      0.7370      0.5995      0.0029     0.000     0.000     0.564     0.625     0.788
20181218      2458470.0     5501.      1.    5.00E+000      0.8236      0.5169      0.0029     0.007     0.004     1.372     1.143     0.921
20181219      2458471.0     3136.      1.    5.00E+000      0.8982      0.4392      0.0029     0.009     0.004     0.500     0.620     0.507
20181220      2458472.0      391.      0.    5.00E+000      0.9555      0.3717      0.0029     0.000     0.000     0.876     0.811     0.679
20181221      2458473.0     3297.      1.    5.00E+000      0.9903      0.3215      0.0029     0.010     0.006     0.728     0.663     0.520
20181222      2458474.0     1131.      1.    5.00E+000      0.9987      0.2944      0.0029     0.014     0.008     0.625     0.638     0.479
20181223      2458475.0     1070.      1.    5.00E+000      0.9783      0.2949      0.0029     0.018     0.010     0.418     0.508     0.399
20181224      2458476.0     4506.      1.    5.00E+000      0.9300      0.3237      0.0029     0.006     0.004     1.249     1.120     0.849
20181225      2458477.0     8469.      1.    5.00E+000      0.8571      0.3780      0.0029     0.006     0.003     0.846     0.857     0.676
20181226      2458478.0    10529.      1.    5.00E+000      0.7650      0.4502      0.0029     0.005     0.003     0.746     0.807     0.695
20181227      2458479.0     3548.      1.    5.00E+000      0.6604      0.5346      0.0029     0.010     0.004     0.141     0.316     0.844
20181228      2458480.0     3065.      1.    5.00E+000      0.5492      0.6243      0.0029     0.013     0.006     0.208     0.404     0.937
20181229      2458481.0     2094.      1.    5.00E+000      0.4390      0.7171      0.0029     0.012     0.007     1.081     0.903     0.844
20181230      2458482.0     3324.      1.    5.00E+000      0.3342      0.8376      0.0029     0.009     0.005     1.427     1.189     0.894
20181231      2458483.0      281.      0.    5.00E+000      0.2496      1.9517      0.0029     0.000     0.000     0.776     0.701     0.904
