model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20191203      2458820.0    14235.      1.    5.00E+000      0.4675      1.0198      0.0029     8.189    -0.184    11.692    11.346    10.811
20191204      2458821.0     5010.      0.    5.00E+000      0.5620      0.9463      0.0029     8.300    -0.300    11.174    10.754    10.115
20191205      2458822.0      388.      0.    5.00E+000      0.6539      0.8667      0.0029     8.300    -0.300    10.692    10.439    10.219
20191206      2458823.0      367.      0.    5.00E+000      0.7408      0.7833      0.0029     8.300    -0.300    10.268    10.215    10.262
20191207      2458824.0     1909.      1.    5.00E+000      0.8201      0.6989      0.0029     8.031    -0.221    10.421    10.103     9.821
20191208      2458825.0        0.      0.    5.00E+000      0.8886      0.6162      0.0029     8.300    -0.300     9.927     9.936    10.033
20191209      2458826.0     6993.      1.    5.00E+000      0.9450      0.5393      0.0029     8.306    -0.228    10.319    10.095     9.585
20191210      2458827.0     5415.      1.    5.00E+000      0.9819      0.4715      0.0029     8.378    -0.235    10.019     9.822     9.356
20191211      2458828.0        0.      0.    5.00E+000      0.9987      0.4187      0.0029     8.300    -0.300     8.672     8.761     8.953
20191212      2458829.0        0.      0.    5.00E+000      0.9931      0.3862      0.0029     8.300    -0.300     8.378     8.362     8.569
20191213      2458830.0     1741.      1.    5.00E+000      0.9638      0.3777      0.0029     8.484    -0.166     8.939     8.949     9.029
20191214      2458831.0     7321.      1.    5.00E+000      0.9112      0.3957      0.0029     8.276    -0.204    10.031    10.060     9.625
20191215      2458832.0        0.      0.    5.00E+000      0.8373      0.4396      0.0029     8.300    -0.300    10.029    10.042    10.232
20191216      2458833.0        0.      0.    5.00E+000      0.7455      0.5054      0.0029     8.300    -0.300    10.397    10.389    10.633
20191217      2458834.0      381.      0.    5.00E+000      0.6406      0.5882      0.0029     8.300    -0.300    11.175    11.038    11.037
20191218      2458835.0        0.      0.    5.00E+000      0.5281      0.6823      0.0029     8.300    -0.300    11.139    11.028    11.079
20191219      2458836.0      609.      1.    5.00E+000      0.4142      0.7881      0.0029     8.115    -0.141    11.349    11.107    10.887
20191220      2458837.0     1939.      0.    5.00E+000      0.3049      0.9261      0.0029     8.300    -0.300    11.259    11.048    10.898
20191221      2458838.0     5738.      1.    5.00E+000      0.2061      1.0860      0.0029     7.958    -0.169    11.444    11.190    10.923
20191222      2458839.0    15871.      1.    5.00E+000      0.1230      1.2559      0.0029     8.255    -0.218    11.670    11.278    10.685
20191223      2458840.0    20807.      1.    5.00E+000      0.0594      1.4318      0.0029     8.268    -0.202    11.686    11.325    10.767
20191224      2458841.0    21555.      1.    5.00E+000      0.0184      1.5905      0.0029     8.291    -0.203    11.723    11.370    10.827
20191225      2458842.0    21382.      1.    5.00E+000      0.0010      1.7468      0.0029     8.266    -0.200    11.714    11.368    10.831
20191226      2458843.0    18853.      1.    5.00E+000      0.0067      1.6953      0.0029     8.217    -0.205    11.761    11.385    10.805
20191227      2458844.0    22251.      1.    5.00E+000      0.0338      1.5442      0.0029     8.263    -0.209    11.817    11.443    10.920
20191228      2458845.0     4106.      1.    5.00E+000      0.0796      1.4021      0.0029     8.148    -0.226    11.736    11.407    11.039
20191229      2458846.0     3983.      1.    5.00E+000      0.1409      1.2632      0.0029     8.290    -0.287    11.835    11.573    11.314
20191230      2458847.0     5437.      1.    5.00E+000      0.2147      1.1327      0.0029     8.224    -0.187    11.702    11.439    11.135
20191231      2458848.0     9532.      1.    5.00E+000      0.2867      1.0121      0.0029     8.147    -0.176    11.639    11.247    10.662
