model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20200100      2458848.0     4769.      1.    5.00E+000      0.3103      2.1029      0.0029     8.285    -0.370    10.339     9.883     9.181
20200101      2458849.0    10245.      1.    5.00E+000      0.3865      0.9173      0.0029     8.072    -0.301    10.244     9.784     9.065
20200102      2458850.0      510.      1.    5.00E+000      0.4799      0.8307      0.0029     7.878    -0.195     9.785     9.188     8.452
20200103      2458851.0     4137.      1.    5.00E+000      0.5744      0.7470      0.0029     8.072    -0.314    10.123     9.575     8.699
20200104      2458852.0    10464.      1.    5.00E+000      0.6676      0.6640      0.0029     8.124    -0.312    10.010     9.627     8.981
20200105      2458853.0     8396.      1.    5.00E+000      0.7562      0.5846      0.0029     8.119    -0.336     9.998     9.582     8.960
20200106      2458854.0     1585.      1.    5.00E+000      0.8369      0.5125      0.0029     7.937    -0.375     9.555     9.102     8.343
20200107      2458855.0       72.      1.    5.00E+000      0.9058      0.4522      0.0029     8.837    -0.091     8.751     8.394     8.010
20200108      2458856.0      319.      0.    5.00E+000      0.9587      0.4094      0.0029     8.300    -0.300     7.873     7.821     7.955
20200109      2458857.0        0.      0.    5.00E+000      0.9909      0.3886      0.0029     8.300    -0.300     9.121     8.839     8.218
20200110      2458858.0      158.      1.    5.00E+000      0.9992      0.3948      0.0029     8.619    -0.638     8.614     8.300     7.740
20200111      2458859.0     5448.      1.    5.00E+000      0.9813      0.4290      0.0029     8.195    -0.323     9.447     9.137     8.626
20200112      2458860.0     3313.      1.    5.00E+000      0.9370      0.4881      0.0029     7.648    -0.036     9.551     9.164     8.509
20200113      2458861.0      350.      1.    5.00E+000      0.8685      0.5680      0.0029     7.629    -0.234     9.450     9.005     8.231
20200114      2458862.0        0.      0.    5.00E+000      0.7799      0.6612      0.0029     8.300    -0.300     8.236     7.917     7.707
20200115      2458863.0        0.      0.    5.00E+000      0.6768      0.7612      0.0029     8.300    -0.300     9.363     8.723     7.849
20200116      2458864.0     8693.      1.    5.00E+000      0.5659      0.8616      0.0029     8.040    -0.299    10.216     9.708     8.986
20200117      2458865.0     1277.      0.    5.00E+000      0.4524      0.9568      0.0029     8.300    -0.300     7.451     7.449     7.677
20200118      2458866.0        0.      0.    5.00E+000      0.3434      1.0618      0.0029     8.300    -0.300     7.476     7.438     7.720
20200119      2458867.0     3386.      0.    5.00E+000      0.2436      1.1838      0.0029     8.300    -0.300     9.797     9.420     8.964
20200120      2458868.0     9184.      1.    5.00E+000      0.1574      1.3137      0.0029     8.137    -0.358    10.166     9.704     9.023
20200121      2458869.0      594.      1.    5.00E+000      0.0883      1.4470      0.0029     7.783    -0.234     9.149     8.873     8.610
20200122      2458870.0     6399.      1.    5.00E+000      0.0385      1.5731      0.0029     7.684    -0.104    10.072     9.470     8.590
20200123      2458871.0     8546.      1.    5.00E+000      0.0092      1.7117      0.0029     8.099    -0.330    10.173     9.650     8.879
20200124      2458872.0        0.      0.    5.00E+000      0.0007      1.8035      0.0029     8.300    -0.300     6.900     6.762     6.897
20200125      2458873.0        0.      0.    5.00E+000      0.0123      1.6104      0.0029     8.300    -0.300     7.085     6.916     6.982
20200126      2458874.0      359.      1.    5.00E+000      0.0427      1.4900      0.0029     7.939    -0.412     9.372     8.864     8.110
20200127      2458875.0        0.      0.    5.00E+000      0.0896      1.3263      0.0029     8.300    -0.300     7.416     7.346     7.327
20200128      2458876.0     6024.      1.    5.00E+000      0.1509      1.1649      0.0029     7.828    -0.154    10.210     9.726     8.866
20200129      2458877.0     1185.      1.    5.00E+000      0.2242      1.0090      0.0029     8.068    -0.450     9.780     9.219     8.314
20200130      2458878.0        0.      0.    5.00E+000      0.3068      0.8616      0.0029     8.300    -0.300     8.795     8.512     8.066
20200131      2458879.0        0.      0.    5.00E+000      0.3862      0.7288      0.0029     8.300    -0.300     7.092     7.115     7.191
