model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20200100      2458848.0     4769.      1.    5.00E+000      0.3103      2.1029      0.0029     0.006     0.003     0.174     0.202     0.239
20200101      2458849.0    10245.      1.    5.00E+000      0.3865      0.9173      0.0029     0.004     0.002     0.219     0.273     0.347
20200102      2458850.0      510.      1.    5.00E+000      0.4799      0.8307      0.0029     0.024     0.013     0.691     0.629     0.467
20200103      2458851.0     4137.      1.    5.00E+000      0.5744      0.7470      0.0029     0.007     0.004     1.064     0.905     0.459
20200104      2458852.0    10464.      1.    5.00E+000      0.6676      0.6640      0.0029     0.004     0.002     0.315     0.370     0.377
20200105      2458853.0     8396.      1.    5.00E+000      0.7562      0.5846      0.0029     0.004     0.002     0.265     0.347     0.278
20200106      2458854.0     1585.      1.    5.00E+000      0.8369      0.5125      0.0029     0.010     0.006     0.351     0.376     0.292
20200107      2458855.0       72.      1.    5.00E+000      0.9058      0.4522      0.0029     0.121     0.058     0.781     0.843     0.620
20200108      2458856.0      319.      0.    5.00E+000      0.9587      0.4094      0.0029     0.000     0.000     0.733     0.660     0.317
20200109      2458857.0        0.      0.    5.00E+000      0.9909      0.3886      0.0029     0.000     0.000     0.359     0.478     0.302
20200110      2458858.0      158.      1.    5.00E+000      0.9992      0.3948      0.0029     0.061     0.047     0.589     0.554     0.361
20200111      2458859.0     5448.      1.    5.00E+000      0.9813      0.4290      0.0029     0.006     0.003     0.319     0.367     0.295
20200112      2458860.0     3313.      1.    5.00E+000      0.9370      0.4881      0.0029     0.006     0.003     0.328     0.465     0.270
20200113      2458861.0      350.      1.    5.00E+000      0.8685      0.5680      0.0029     0.024     0.015     0.577     0.615     0.322
20200114      2458862.0        0.      0.    5.00E+000      0.7799      0.6612      0.0029     0.000     0.000     0.617     0.505     0.225
20200115      2458863.0        0.      0.    5.00E+000      0.6768      0.7612      0.0029     0.000     0.000     0.370     0.407     0.245
20200116      2458864.0     8693.      1.    5.00E+000      0.5659      0.8616      0.0029     0.004     0.002     0.241     0.308     0.410
20200117      2458865.0     1277.      0.    5.00E+000      0.4524      0.9568      0.0029     0.000     0.000     1.317     1.045     0.583
20200118      2458866.0        0.      0.    5.00E+000      0.3434      1.0618      0.0029     0.000     0.000     0.422     0.403     0.432
20200119      2458867.0     3386.      0.    5.00E+000      0.2436      1.1838      0.0029     0.000     0.000     0.479     0.457     0.349
20200120      2458868.0     9184.      1.    5.00E+000      0.1574      1.3137      0.0029     0.004     0.002     0.233     0.219     0.240
20200121      2458869.0      594.      1.    5.00E+000      0.0883      1.4470      0.0029     0.017     0.012     0.523     0.426     0.295
20200122      2458870.0     6399.      1.    5.00E+000      0.0385      1.5731      0.0029     0.005     0.003     0.219     0.228     0.260
20200123      2458871.0     8546.      1.    5.00E+000      0.0092      1.7117      0.0029     0.005     0.003     0.193     0.223     0.268
20200124      2458872.0        0.      0.    5.00E+000      0.0007      1.8035      0.0029     0.000     0.000     0.610     0.490     0.369
20200125      2458873.0        0.      0.    5.00E+000      0.0123      1.6104      0.0029     0.000     0.000     0.229     0.238     0.265
20200126      2458874.0      359.      1.    5.00E+000      0.0427      1.4900      0.0029     0.026     0.016     0.751     0.637     0.367
20200127      2458875.0        0.      0.    5.00E+000      0.0896      1.3263      0.0029     0.000     0.000     0.563     0.446     0.283
20200128      2458876.0     6024.      1.    5.00E+000      0.1509      1.1649      0.0029     0.005     0.003     0.969     0.927     0.711
20200129      2458877.0     1185.      1.    5.00E+000      0.2242      1.0090      0.0029     0.011     0.007     0.896     0.824     0.516
20200130      2458878.0        0.      0.    5.00E+000      0.3068      0.8616      0.0029     0.000     0.000     0.784     0.611     0.365
20200131      2458879.0        0.      0.    5.00E+000      0.3862      0.7288      0.0029     0.000     0.000     1.001     0.635     0.263
