model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181000      2458391.0     1382.      1.    5.00E+000      0.6464      0.4290      0.0029     8.074    -0.126     8.689     8.895     8.761
20181001      2458392.0     1084.      0.    5.00E+000      0.5508      0.4321      0.0029     8.300    -0.300     7.495     7.476     8.164
20181002      2458393.0    14281.      1.    5.00E+000      0.4376      0.5354      0.0029     8.210    -0.215    10.527    10.116     9.654
20181003      2458394.0    15496.      1.    5.00E+000      0.3260      0.6999      0.0029     8.148    -0.170    10.580    10.163     9.691
20181004      2458395.0    15082.      1.    5.00E+000      0.2225      0.8943      0.0029     8.141    -0.182    10.575    10.144     9.633
20181005      2458396.0     2356.      0.    5.00E+000      0.1337      1.1044      0.0029     8.300    -0.300     8.341     8.340     8.683
20181006      2458397.0     8948.      1.    5.00E+000      0.0651      1.3189      0.0029     8.106    -0.228    10.463     9.856     9.081
20181007      2458398.0     2210.      1.    5.00E+000      0.0206      1.5312      0.0029     7.831    -0.184     8.945     8.686     8.751
20181008      2458399.0    12247.      1.    5.00E+000      0.0024      1.7190      0.0029     8.131    -0.209    10.522    10.016     9.383
20181009      2458400.0     8677.      1.    5.00E+000      0.0106      1.6060      0.0029     8.165    -0.277    10.304     9.735     9.048
20181010      2458401.0        0.      0.    5.00E+000      0.0428      1.5317      0.0029     8.300    -0.300     7.250     7.287     7.641
20181011      2458402.0     1692.      0.    5.00E+000      0.0955      1.4478      0.0029     8.300    -0.300     7.721     7.602     7.986
20181012      2458403.0    12783.      1.    5.00E+000      0.1644      1.3658      0.0029     8.142    -0.217    10.495     9.999     9.297
20181013      2458404.0     7226.      1.    5.00E+000      0.2449      1.2730      0.0029     7.957    -0.228    10.179     9.581     8.725
20181014      2458405.0     3694.      1.    5.00E+000      0.3337      1.2149      0.0029     7.816    -0.245     9.961     9.245     8.423
20181015      2458406.0      879.      1.    5.00E+000      0.4269      1.1687      0.0029     7.703    -0.219     9.070     8.827     8.463
20181016      2458407.0        0.      0.    5.00E+000      0.5218      1.1360      0.0029     8.300    -0.300     7.258     7.315     7.929
20181017      2458408.0      500.      0.    5.00E+000      0.6150      1.1093      0.0029     8.300    -0.300     7.376     7.330     7.956
20181018      2458409.0     2832.      1.    5.00E+000      0.7042      1.0681      0.0029     7.785    -0.133     9.614     9.424     8.899
20181019      2458410.0     5978.      1.    5.00E+000      0.7866      1.0137      0.0029     7.935    -0.181     9.824     9.446     8.610
20181020      2458411.0     8310.      1.    5.00E+000      0.8597      0.9477      0.0029     8.046    -0.185    10.009     9.636     8.888
20181021      2458412.0     4295.      1.    5.00E+000      0.9204      0.8730      0.0029     7.886    -0.147     9.526     9.130     8.531
20181022      2458413.0     7645.      1.    5.00E+000      0.9655      0.7921      0.0029     8.093    -0.178     9.762     9.468     8.896
20181023      2458414.0     6050.      1.    5.00E+000      0.9919      0.7083      0.0029     8.145    -0.190     9.628     9.314     8.751
20181024      2458415.0       69.      0.    5.00E+000      0.9971      0.6260      0.0029     8.300    -0.300     8.862     8.638     8.236
20181025      2458416.0        0.      0.    5.00E+000      0.9794      0.5497      0.0029     8.300    -0.300     6.643     6.485     6.611
20181026      2458417.0        0.      0.    5.00E+000      0.9382      0.4844      0.0029     8.300    -0.300     6.940     6.838     6.904
20181027      2458418.0        0.      0.    5.00E+000      0.8748      0.4358      0.0029     8.300    -0.300     6.909     6.833     6.925
20181028      2458419.0      222.      0.    5.00E+000      0.7918      0.4089      0.0029     8.300    -0.300     7.135     7.139     7.341
20181029      2458420.0        0.      0.    5.00E+000      0.6922      0.4061      0.0029     8.300    -0.300     7.119     7.080     7.226
20181030      2458421.0      238.      0.    5.00E+000      0.5842      0.4286      0.0029     8.300    -0.300     7.030     7.061     7.465
20181031      2458422.0        0.      0.    5.00E+000      0.4959      2.0262      0.0029     8.300    -0.300     7.223     7.314     7.801
