model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     4348.      1.    5.00E+000      0.0002      1.7726      0.0029     8.122    -0.212    10.688    10.304    10.285
20190106      2458489.0     9905.      1.    5.00E+000      0.0080      1.6447      0.0029     8.007    -0.191    10.629    10.295    10.244
20190107      2458490.0     3661.      1.    5.00E+000      0.0334      1.5068      0.0029     8.010    -0.309    10.261     9.849     9.619
20190108      2458491.0     4802.      1.    5.00E+000      0.0755      1.3641      0.0029     8.240    -0.322    10.305     9.951     9.649
20190109      2458492.0     9395.      1.    5.00E+000      0.1325      1.2221      0.0029     8.114    -0.258    10.590    10.252    10.257
20190110      2458493.0    10417.      1.    5.00E+000      0.2027      1.0847      0.0029     8.126    -0.255    10.586    10.274    10.310
20190111      2458494.0     4972.      1.    5.00E+000      0.2841      0.9561      0.0029     8.167    -0.301    10.339     9.988     9.835
20190112      2458495.0     2656.      1.    5.00E+000      0.3747      0.8475      0.0029     8.038    -0.267    10.189     9.808     9.662
20190113      2458496.0     8377.      1.    5.00E+000      0.4717      0.7467      0.0029     7.967    -0.170    10.547    10.135     9.951
20190114      2458497.0     8647.      1.    5.00E+000      0.5724      0.6655      0.0029     8.062    -0.200    10.461    10.095     9.991
20190115      2458498.0     6814.      1.    5.00E+000      0.6733      0.5872      0.0029     8.026    -0.226    10.315     9.883     9.696
20190116      2458499.0     3282.      1.    5.00E+000      0.7699      0.5160      0.0029     8.041    -0.246    10.048     9.642     9.385
20190117      2458500.0      598.      1.    5.00E+000      0.8568      0.4575      0.0029     8.300    -0.300     9.141     8.928     8.701
20190118      2458501.0        0.      0.    5.00E+000      0.9279      0.4176      0.0029     8.300    -0.300     8.185     8.310     8.786
20190119      2458502.0      113.      1.    5.00E+000      0.9769      0.4029      0.0029     8.672    -0.089     8.333     8.555     8.364
20190120      2458503.0      119.      0.    5.00E+000      0.9988      0.4171      0.0029     8.300    -0.300     8.756     8.564     8.258
20190121      2458504.0        0.      0.    5.00E+000      0.9905      0.4599      0.0029     8.300    -0.300     9.264     9.083     8.758
20190122      2458505.0      821.      1.    5.00E+000      0.9525      0.5265      0.0029     8.136    -0.334     9.049     8.689     8.533
20190123      2458506.0        0.      0.    5.00E+000      0.8881      0.6099      0.0029     8.300    -0.300     6.830     6.668     6.655
20190124      2458507.0     4544.      1.    5.00E+000      0.8029      0.7017      0.0029     8.043    -0.245    10.129     9.772     9.387
20190125      2458508.0     6786.      1.    5.00E+000      0.7039      0.7953      0.0029     8.096    -0.248    10.448    10.020     9.645
20190126      2458509.0      151.      1.    5.00E+000      0.5977      0.8847      0.0029     7.706    -0.325     9.609     9.327     9.075
20190127      2458510.0     1828.      1.    5.00E+000      0.4903      0.9660      0.0029     8.554    -0.184     8.874     8.600     8.634
20190128      2458511.0     9693.      1.    5.00E+000      0.3863      1.0467      0.0029     8.098    -0.230    10.565    10.280    10.185
20190129      2458512.0        0.      0.    5.00E+000      0.2900      1.1432      0.0029     8.300    -0.300     9.563     9.246     9.156
20190130      2458513.0     1999.      1.    5.00E+000      0.2043      1.2488      0.0029     8.482    -0.084     9.991     9.570     9.188
