model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     4348.      1.    5.00E+000      0.0002      1.7726      0.0029     0.006     0.003     0.169     0.333     0.617
20190106      2458489.0     9905.      1.    5.00E+000      0.0080      1.6447      0.0029     0.004     0.002     0.146     0.335     0.605
20190107      2458490.0     3661.      1.    5.00E+000      0.0334      1.5068      0.0029     0.005     0.003     0.224     0.288     0.521
20190108      2458491.0     4802.      1.    5.00E+000      0.0755      1.3641      0.0029     0.007     0.004     0.248     0.288     0.540
20190109      2458492.0     9395.      1.    5.00E+000      0.1325      1.2221      0.0029     0.004     0.002     0.146     0.358     0.658
20190110      2458493.0    10417.      1.    5.00E+000      0.2027      1.0847      0.0029     0.004     0.002     0.148     0.359     0.653
20190111      2458494.0     4972.      1.    5.00E+000      0.2841      0.9561      0.0029     0.005     0.003     0.246     0.402     0.626
20190112      2458495.0     2656.      1.    5.00E+000      0.3747      0.8475      0.0029     0.007     0.004     0.277     0.367     0.543
20190113      2458496.0     8377.      1.    5.00E+000      0.4717      0.7467      0.0029     0.005     0.002     0.251     0.408     0.580
20190114      2458497.0     8647.      1.    5.00E+000      0.5724      0.6655      0.0029     0.004     0.002     0.177     0.406     0.573
20190115      2458498.0     6814.      1.    5.00E+000      0.6733      0.5872      0.0029     0.004     0.002     0.250     0.403     0.551
20190116      2458499.0     3282.      1.    5.00E+000      0.7699      0.5160      0.0029     0.008     0.004     0.330     0.444     0.561
20190117      2458500.0      598.      1.    5.00E+000      0.8568      0.4575      0.0029     0.029     0.015     0.759     0.712     0.588
20190118      2458501.0        0.      0.    5.00E+000      0.9279      0.4176      0.0029     0.000     0.000     0.690     0.537     0.368
20190119      2458502.0      113.      1.    5.00E+000      0.9769      0.4029      0.0029     0.096     0.069     0.881     0.723     0.508
20190120      2458503.0      119.      0.    5.00E+000      0.9988      0.4171      0.0029     0.000     0.000     0.872     0.865     0.692
20190121      2458504.0        0.      0.    5.00E+000      0.9905      0.4599      0.0029     0.000     0.000     0.334     0.521     0.429
20190122      2458505.0      821.      1.    5.00E+000      0.9525      0.5265      0.0029     0.012     0.006     0.777     0.716     0.563
20190123      2458506.0        0.      0.    5.00E+000      0.8881      0.6099      0.0029     0.000     0.000     0.195     0.254     0.328
20190124      2458507.0     4544.      1.    5.00E+000      0.8029      0.7017      0.0029     0.005     0.002     0.162     0.366     0.363
20190125      2458508.0     6786.      1.    5.00E+000      0.7039      0.7953      0.0029     0.004     0.002     0.192     0.373     0.433
20190126      2458509.0      151.      1.    5.00E+000      0.5977      0.8847      0.0029     0.035     0.021     0.482     0.461     0.484
20190127      2458510.0     1828.      1.    5.00E+000      0.4903      0.9660      0.0029     0.018     0.011     0.905     0.787     0.744
20190128      2458511.0     9693.      1.    5.00E+000      0.3863      1.0467      0.0029     0.004     0.002     0.120     0.264     0.594
20190129      2458512.0        0.      0.    5.00E+000      0.2900      1.1432      0.0029     0.000     0.000     0.351     0.351     0.503
20190130      2458513.0     1999.      1.    5.00E+000      0.2043      1.2488      0.0029     0.021     0.009     1.092     1.083     0.738
