model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n                 a0                 xo                 yo                 xz                 yz                  v                  s                  d                  j                phi
     [/]            [/]       [/]              [rad]               [px]               [px]               [px]               [px]           [rad/px]              [rad]             [1/px]                [/]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 
20180100      2458118.0     1556.      8.958451E-001      5.018123E+002      6.509772E+002      4.904326E+002      6.675127E+002      2.922972E-003      3.039365E-003      8.981266E-003      6.374351E-004      4.456631E+000
20180104      2458122.0     2925.      8.959276E-001      5.018254E+002      6.510630E+002      4.904168E+002      6.674904E+002      2.910587E-003      4.334465E-003      8.166755E-003      7.082816E-004      4.396701E+000
20180105      2458123.0     8410.      8.957608E-001      5.018019E+002      6.511057E+002      4.904155E+002      6.674241E+002      2.927455E-003      2.682386E-003      9.270468E-003      7.610030E-004      4.566014E+000
20180106      2458124.0     2522.      8.957548E-001      5.016646E+002      6.511044E+002      4.904198E+002      6.674470E+002      2.914848E-003      3.884624E-003      8.420014E-003      8.517666E-004      4.524439E+000
20180107      2458125.0     5408.      8.959669E-001      5.017270E+002      6.508409E+002      4.904178E+002      6.674494E+002      2.923808E-003      3.002920E-003      9.005723E-003      6.744182E-004      4.642610E+000
20180108      2458126.0     3025.      8.959199E-001      5.018090E+002      6.510667E+002      4.903779E+002      6.673787E+002      2.921488E-003      3.181850E-003      8.882791E-003      9.442859E-004      4.570119E+000
20180110      2458128.0     5221.      8.959350E-001      5.017998E+002      6.509879E+002      4.903672E+002      6.672772E+002      2.925704E-003      2.837864E-003      9.138566E-003      9.121246E-004      4.496378E+000
20180111      2458129.0     4059.      8.959325E-001      5.017127E+002      6.509457E+002      4.903756E+002      6.673329E+002      2.921948E-003      3.176414E-003      8.882307E-003      8.056350E-004      4.587196E+000
20180112      2458130.0     1219.      8.959930E-001      5.016705E+002      6.511694E+002      4.903716E+002      6.673374E+002      2.918578E-003      3.454951E-003      8.692565E-003      7.566197E-004      4.582609E+000
20180113      2458131.0     7738.      8.960170E-001      5.018403E+002      6.509757E+002      4.903951E+002      6.673447E+002      2.926437E-003      2.749712E-003      9.219260E-003      8.031873E-004      4.521762E+000
20180114      2458132.0    14028.      8.959654E-001      5.017941E+002      6.509603E+002      4.903793E+002      6.673510E+002      2.928274E-003      2.623279E-003      9.323546E-003      8.880167E-004      4.570173E+000
20180115      2458133.0    13222.      8.959396E-001      5.017550E+002      6.510068E+002      4.904112E+002      6.673492E+002      2.926116E-003      2.780203E-003      9.192945E-003      9.496671E-004      4.507481E+000
20180116      2458134.0    21437.      8.959242E-001      5.017338E+002      6.510175E+002      4.904252E+002      6.673444E+002      2.928181E-003      2.628100E-003      9.318526E-003      9.628884E-004      4.563633E+000
20180117      2458135.0     3582.      8.959318E-001      5.018055E+002      6.510580E+002      4.903832E+002      6.673468E+002      2.918141E-003      3.530943E-003      8.631973E-003      7.955981E-004      4.420194E+000
20180118      2458136.0    19954.      8.958272E-001      5.017601E+002      6.509740E+002      4.903737E+002      6.673232E+002      2.926442E-003      2.766208E-003      9.201864E-003      8.802729E-004      4.549603E+000
20180119      2458137.0    11588.      8.958556E-001      5.017800E+002      6.510311E+002      4.903589E+002      6.673207E+002      2.924947E-003      2.883813E-003      9.108493E-003      8.501460E-004      4.485563E+000
20180120      2458138.0    12407.      8.958435E-001      5.017244E+002      6.510118E+002      4.903783E+002      6.673054E+002      2.927184E-003      2.697201E-003      9.262471E-003      8.525208E-004      4.616377E+000
20180121      2458139.0     9842.      8.959029E-001      5.017765E+002      6.510611E+002      4.903426E+002      6.673124E+002      2.918995E-003      3.426051E-003      8.711448E-003      7.705961E-004      4.503575E+000
20180122      2458140.0     2289.      8.959211E-001      5.017367E+002      6.510332E+002      4.903682E+002      6.673462E+002      2.916163E-003      3.672571E-003      8.557492E-003      7.627077E-004      4.721483E+000
20180123      2458141.0      408.      8.961115E-001      5.018081E+002      6.511843E+002      4.903675E+002      6.672291E+002      2.934321E-003      2.142525E-003      9.800291E-003      1.174929E-003      4.428177E+000
20180124      2458142.0     8933.      8.959181E-001      5.017841E+002      6.510346E+002      4.903917E+002      6.672512E+002      2.932747E-003      2.350344E-003      9.557937E-003      9.349480E-004      4.653583E+000
20180125      2458143.0    12374.      8.959429E-001      5.017823E+002      6.510096E+002      4.903712E+002      6.673125E+002      2.927961E-003      2.627518E-003      9.325292E-003      8.239042E-004      4.507859E+000
20180126      2458144.0    11340.      8.959100E-001      5.018053E+002      6.510511E+002      4.903538E+002      6.673068E+002      2.925136E-003      2.861607E-003      9.126200E-003      8.439368E-004      4.477986E+000
20180127      2458145.0     5150.      8.958953E-001      5.017154E+002      6.512057E+002      4.903519E+002      6.673158E+002      2.908558E-003      4.471147E-003      8.115777E-003      8.444624E-004      4.510586E+000
20180128      2458146.0     3175.      8.958654E-001      5.017684E+002      6.511974E+002      4.903365E+002      6.672786E+002      2.917578E-003      3.575810E-003      8.609989E-003      7.674554E-004      4.383535E+000
20180129      2458147.0      187.      8.957786E-001      5.015008E+002      6.515866E+002      4.902997E+002      6.673163E+002      2.878678E-003      8.671916E-003      6.663482E-003      6.220300E-004      4.584486E+000
