model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180100      2458118.0     1556.      1.    5.00E+000      0.9838      0.5694      0.0029     8.381    -0.220    10.237     9.866     9.299
20180101      2458119.0        0.      0.    5.00E+000      0.9986      0.3124      0.0029     8.300    -0.300     8.609     8.952     8.729
20180102      2458120.0        0.      0.    5.00E+000      0.9880      0.3262      0.0029     8.300    -0.300     8.517     8.433     8.645
20180103      2458121.0        0.      0.    5.00E+000      0.9480      0.3650      0.0029     8.300    -0.300     8.701     8.672     8.813
20180104      2458122.0     2925.      1.    5.00E+000      0.8833      0.4244      0.0029     8.256    -0.227     9.821     9.931     9.559
20180105      2458123.0     8410.      1.    5.00E+000      0.7995      0.4975      0.0029     8.349    -0.221    10.940    10.646    10.171
20180106      2458124.0     2522.      1.    5.00E+000      0.7037      0.5768      0.0029     8.133    -0.210    10.752    10.276    10.013
20180107      2458125.0     5408.      1.    5.00E+000      0.6012      0.6578      0.0029     8.277    -0.271    11.176    10.468    10.254
20180108      2458126.0     3025.      1.    5.00E+000      0.4984      0.7365      0.0029     7.973    -0.212    10.996    10.698    10.484
20180109      2458127.0        0.      0.    5.00E+000      0.3979      0.8212      0.0029     8.300    -0.300    10.643    10.653    10.606
20180110      2458128.0     5221.      1.    5.00E+000      0.3046      0.9356      0.0029     8.162    -0.153    11.088    10.877    10.722
20180111      2458129.0     4059.      1.    5.00E+000      0.2198      1.0657      0.0029     8.225    -0.201    11.232    10.934    10.706
20180112      2458130.0     1219.      1.    5.00E+000      0.1465      1.1958      0.0029     8.206    -0.201    10.868    10.849    10.754
20180113      2458131.0     7738.      1.    5.00E+000      0.0863      1.3190      0.0029     8.256    -0.158    11.485    11.230    10.966
20180114      2458132.0    14028.      1.    5.00E+000      0.0411      1.4688      0.0029     8.149    -0.122    11.683    11.381    10.982
20180115      2458133.0    13222.      1.    5.00E+000      0.0121      1.6041      0.0029     8.222    -0.143    11.716    11.443    11.062
20180116      2458134.0    21437.      1.    5.00E+000      0.0006      1.7462      0.0029     8.294    -0.139    11.820    11.530    11.165
20180117      2458135.0     3582.      1.    5.00E+000      0.0072      1.6362      0.0029     8.312    -0.218    11.069    11.050    10.933
20180118      2458136.0    19954.      1.    5.00E+000      0.0319      1.4693      0.0029     8.207    -0.113    11.750    11.461    11.077
20180119      2458137.0    11588.      1.    5.00E+000      0.0749      1.3166      0.0029     8.146    -0.206    11.678    11.365    10.991
20180120      2458138.0    12407.      1.    5.00E+000      0.1345      1.1338      0.0029     8.235    -0.198    11.718    11.406    11.019
20180121      2458139.0     9842.      1.    5.00E+000      0.2099      0.9785      0.0029     8.340    -0.230    11.754    11.472    11.119
20180122      2458140.0     2289.      1.    5.00E+000      0.2989      0.8039      0.0029     8.379    -0.216    11.059    10.951    10.838
20180123      2458141.0      408.      1.    5.00E+000      0.3986      0.6620      0.0029     8.261    -0.211    11.042    10.955    10.851
20180124      2458142.0     8933.      1.    5.00E+000      0.5055      0.5360      0.0029     8.328    -0.227    11.570    11.251    10.806
20180125      2458143.0    12374.      1.    5.00E+000      0.6153      0.4593      0.0029     8.267    -0.182    11.309    10.983    10.618
20180126      2458144.0    11340.      1.    5.00E+000      0.7220      0.3947      0.0029     8.386    -0.252    11.050    10.751    10.312
20180127      2458145.0     5150.      1.    5.00E+000      0.8204      0.3454      0.0029     8.419    -0.248     9.607     9.961     9.687
20180128      2458146.0     3175.      1.    5.00E+000      0.9022      0.3174      0.0029     8.430    -0.233     9.562     9.481     9.318
20180129      2458147.0      187.      1.    5.00E+000      0.9620      0.3157      0.0029     8.456    -0.246     8.742     9.109     9.159
20180130      2458148.0        0.      0.    5.00E+000      0.9945      0.3402      0.0029     8.300    -0.300     7.942     8.096     8.171
20180131      2458149.0        0.      0.    5.00E+000      0.9988      0.4391      0.0029     8.300    -0.300     9.461     9.281     8.882
