model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181200      2458452.0     4573.      1.    5.00E+000      0.3785      0.7211      0.0029     8.258    -0.296    11.466    11.035    10.502
20181201      2458453.0     6620.      1.    5.00E+000      0.2905      0.8662      0.0029     8.164    -0.259    11.587    11.206    10.702
20181202      2458454.0     2749.      1.    5.00E+000      0.1971      1.0302      0.0029     7.972    -0.204    11.065    10.669    10.404
20181203      2458455.0     5655.      1.    5.00E+000      0.1192      1.2022      0.0029     8.270    -0.209    11.180    10.863    10.589
20181204      2458456.0    22338.      1.    5.00E+000      0.0598      1.3775      0.0029     8.325    -0.226    11.765    11.452    11.033
20181205      2458457.0        0.      0.    5.00E+000      0.0207      1.5487      0.0029     8.300    -0.300    11.723    11.625    11.599
20181206      2458458.0     1725.      1.    5.00E+000      0.0025      1.6965      0.0029     7.953    -0.323    11.430    11.060    10.607
20181207      2458459.0      250.      1.    5.00E+000      0.0053      1.6606      0.0029     8.310    -0.447    11.709    11.484    11.338
20181208      2458460.0    23016.      1.    5.00E+000      0.0275      1.5460      0.0029     8.309    -0.224    11.812    11.547    11.133
20181209      2458461.0    19901.      1.    5.00E+000      0.0674      1.4371      0.0029     8.303    -0.225    11.791    11.465    11.036
20181210      2458462.0    21147.      1.    5.00E+000      0.1228      1.3272      0.0029     8.322    -0.237    11.749    11.416    10.967
20181211      2458463.0    20738.      1.    5.00E+000      0.1913      1.2225      0.0029     8.312    -0.222    11.745    11.397    10.941
20181212      2458464.0    20364.      1.    5.00E+000      0.2703      1.1256      0.0029     8.337    -0.241    11.702    11.360    10.906
20181213      2458465.0     2056.      1.    5.00E+000      0.3576      1.0409      0.0029     8.445    -0.272    11.413    11.165    10.826
20181214      2458466.0     1137.      1.    5.00E+000      0.4507      0.9699      0.0029     8.606    -0.295    11.503    11.230    10.824
20181215      2458467.0     9823.      1.    5.00E+000      0.5470      0.8954      0.0029     8.276    -0.243    11.303    10.886    10.474
20181216      2458468.0      121.      1.    5.00E+000      0.6437      0.8154      0.0029     7.976    -0.399    10.177     9.889     9.704
20181217      2458469.0    11614.      1.    5.00E+000      0.7374      0.7326      0.0029     8.327    -0.246    10.942    10.826    10.371
20181218      2458470.0     2755.      1.    5.00E+000      0.8238      0.6502      0.0029     8.234    -0.422    10.561    10.248     9.723
20181219      2458471.0        0.      0.    5.00E+000      0.8984      0.5727      0.0029     8.300    -0.300     9.855     9.683     9.728
20181220      2458472.0     1830.      1.    5.00E+000      0.9558      0.5052      0.0029     9.023    -0.224     8.389     8.373     8.645
20181221      2458473.0      138.      1.    5.00E+000      0.9905      0.4550      0.0029     9.383    -0.245     7.950     7.969     8.117
20181222      2458474.0      151.      1.    5.00E+000      0.9986      0.4278      0.0029     8.489    -0.332     9.644     9.332     8.911
20181223      2458475.0       49.      1.    5.00E+000      0.9781      0.4286      0.0029     8.018    -0.488     9.521     9.258     8.830
20181224      2458476.0     6335.      1.    5.00E+000      0.9293      0.4577      0.0029     8.307    -0.242    10.244    10.029     9.643
20181225      2458477.0     8627.      1.    5.00E+000      0.8562      0.5115      0.0029     8.342    -0.270    10.725    10.258     9.856
20181226      2458478.0    15705.      1.    5.00E+000      0.7640      0.5844      0.0029     8.365    -0.258    11.144    10.830    10.388
20181227      2458479.0     7948.      1.    5.00E+000      0.6593      0.6687      0.0029     8.204    -0.296    11.149    10.720    10.289
20181228      2458480.0    17408.      1.    5.00E+000      0.5488      0.7586      0.0029     8.363    -0.252    11.545    11.179    10.709
20181229      2458481.0     8448.      1.    5.00E+000      0.4386      0.8482      0.0029     8.272    -0.256    11.168    10.770    10.333
20181230      2458482.0    16346.      1.    5.00E+000      0.3339      0.9526      0.0029     8.285    -0.251    11.653    11.275    10.715
20181231      2458483.0    12442.      1.    5.00E+000      0.2499      1.9590      0.0029     8.282    -0.228    11.753    11.443    11.026
