model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180100      2458118.0        0.      0.    5.00E+000      0.9839      0.6058      0.0029     8.300    -0.300     7.414     6.824     6.553
20180101      2458119.0      265.      1.    5.00E+000      0.9986      0.3635      0.0029     8.263    -0.185     6.928     6.519     6.542
20180102      2458120.0     5922.      1.    5.00E+000      0.9880      0.3769      0.0029     8.397    -0.268     9.011     8.769     8.309
20180103      2458121.0       90.      1.    5.00E+000      0.9481      0.4160      0.0029     8.038    -0.282     7.674     7.397     7.365
20180104      2458122.0       69.      0.    5.00E+000      0.8833      0.4755      0.0029     8.300    -0.300     6.720     6.448     6.295
20180105      2458123.0      256.      0.    5.00E+000      0.7995      0.5483      0.0029     8.300    -0.300     6.989     6.631     6.377
20180106      2458124.0     6707.      1.    5.00E+000      0.7094      0.6766      0.0029     8.351    -0.329     9.601     9.162     8.577
20180110      2458128.0     7344.      1.    5.00E+000      0.3043      0.9690      0.0029     8.283    -0.263     9.585     9.195     8.547
20180111      2458129.0        0.      0.    5.00E+000      0.2199      1.0895      0.0029     8.300    -0.300     6.618     6.416     6.310
20180112      2458130.0     1708.      1.    5.00E+000      0.1466      1.2130      0.0029     8.301    -0.216     7.909     8.101     8.152
20180113      2458131.0     4485.      1.    5.00E+000      0.0865      1.3529      0.0029     8.431    -0.443     9.316     8.752     7.906
20180114      2458132.0     1771.      1.    5.00E+000      0.0412      1.4962      0.0029     7.953    -0.043     8.176     7.684     7.385
20180115      2458133.0     3652.      0.    5.00E+000      0.0122      1.5973      0.0029     8.300    -0.300     8.993     8.062     7.300
20180116      2458134.0        0.      0.    5.00E+000      0.0006      1.7573      0.0029     8.300    -0.300     6.618     6.416     6.246
20180117      2458135.0    10170.      1.    5.00E+000      0.0071      1.6175      0.0029     8.344    -0.266     9.770     9.363     8.807
20180118      2458136.0      637.      0.    5.00E+000      0.0320      1.4948      0.0029     8.300    -0.300     6.754     6.451     6.436
20180119      2458137.0        0.      0.    5.00E+000      0.0748      1.3198      0.0029     8.300    -0.300     7.338     7.072     6.799
20180120      2458138.0     2724.      0.    5.00E+000      0.1346      1.1554      0.0029     8.300    -0.300     7.922     7.601     7.176
20180121      2458139.0     9842.      1.    5.00E+000      0.2100      1.0060      0.0029     8.411    -0.298     9.744     9.278     8.637
20180122      2458140.0      826.      0.    5.00E+000      0.2989      0.8393      0.0029     8.300    -0.300     7.197     6.847     6.701
20180123      2458141.0    10001.      1.    5.00E+000      0.3987      0.7043      0.0029     8.365    -0.269     9.722     9.281     8.583
20180124      2458142.0     9610.      1.    5.00E+000      0.5053      0.5863      0.0029     8.381    -0.296     9.663     9.185     8.488
20180125      2458143.0     4912.      1.    5.00E+000      0.6151      0.5104      0.0029     8.181    -0.239     9.408     8.813     8.015
20180126      2458144.0     3091.      1.    5.00E+000      0.7222      0.4456      0.0029     8.526    -0.487     9.378     8.818     8.009
20180127      2458145.0     1460.      1.    5.00E+000      0.8203      0.3964      0.0029     8.304    -0.298     8.827     8.391     7.785
20180128      2458146.0     1301.      1.    5.00E+000      0.9000      0.3687      0.0029     8.305    -0.298     8.840     8.562     7.889
