model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180100      2458118.0        0.      0.    5.00E+000      0.9839      0.6058      0.0029     0.000     0.000     0.906     0.813     0.583
20180101      2458119.0      265.      1.    5.00E+000      0.9986      0.3635      0.0029     0.035     0.021     0.931     0.960     0.591
20180102      2458120.0     5922.      1.    5.00E+000      0.9880      0.3769      0.0029     0.005     0.003     0.644     0.661     0.572
20180103      2458121.0       90.      1.    5.00E+000      0.9481      0.4160      0.0029     0.047     0.033     0.732     0.705     0.621
20180104      2458122.0       69.      0.    5.00E+000      0.8833      0.4755      0.0029     0.000     0.000     0.730     0.638     0.409
20180105      2458123.0      256.      0.    5.00E+000      0.7995      0.5483      0.0029     0.000     0.000     1.183     1.043     0.710
20180106      2458124.0     6707.      1.    5.00E+000      0.7094      0.6766      0.0029     0.004     0.003     0.265     0.371     0.235
20180110      2458128.0     7344.      1.    5.00E+000      0.3043      0.9690      0.0029     0.005     0.003     0.753     0.674     0.514
20180111      2458129.0        0.      0.    5.00E+000      0.2199      1.0895      0.0029     0.000     0.000     0.100     0.122     0.278
20180112      2458130.0     1708.      1.    5.00E+000      0.1466      1.2130      0.0029     0.010     0.005     1.042     0.832     0.572
20180113      2458131.0     4485.      1.    5.00E+000      0.0865      1.3529      0.0029     0.007     0.005     0.693     0.594     0.403
20180114      2458132.0     1771.      1.    5.00E+000      0.0412      1.4962      0.0029     0.012     0.008     1.121     1.024     0.762
20180115      2458133.0     3652.      0.    5.00E+000      0.0122      1.5973      0.0029     0.000     0.000     1.526     1.237     0.995
20180116      2458134.0        0.      0.    5.00E+000      0.0006      1.7573      0.0029     0.000     0.000     0.334     0.344     0.200
20180117      2458135.0    10170.      1.    5.00E+000      0.0071      1.6175      0.0029     0.004     0.002     0.689     0.642     0.653
20180118      2458136.0      637.      0.    5.00E+000      0.0320      1.4948      0.0029     0.000     0.000     1.057     0.930     0.711
20180119      2458137.0        0.      0.    5.00E+000      0.0748      1.3198      0.0029     0.000     0.000     0.823     0.764     0.627
20180120      2458138.0     2724.      0.    5.00E+000      0.1346      1.1554      0.0029     0.000     0.000     1.219     1.079     0.797
20180121      2458139.0     9842.      1.    5.00E+000      0.2100      1.0060      0.0029     0.004     0.002     0.883     0.803     0.522
20180122      2458140.0      826.      0.    5.00E+000      0.2989      0.8393      0.0029     0.000     0.000     0.993     0.867     0.661
20180123      2458141.0    10001.      1.    5.00E+000      0.3987      0.7043      0.0029     0.004     0.002     0.428     0.411     0.424
20180124      2458142.0     9610.      1.    5.00E+000      0.5053      0.5863      0.0029     0.004     0.002     0.227     0.252     0.267
20180125      2458143.0     4912.      1.    5.00E+000      0.6151      0.5104      0.0029     0.006     0.004     0.639     0.662     0.585
20180126      2458144.0     3091.      1.    5.00E+000      0.7222      0.4456      0.0029     0.009     0.005     0.484     0.410     0.398
20180127      2458145.0     1460.      1.    5.00E+000      0.8203      0.3964      0.0029     0.012     0.007     0.515     0.502     0.459
20180128      2458146.0     1301.      1.    5.00E+000      0.9000      0.3687      0.0029     0.015     0.010     0.438     0.392     0.250
