model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180900      2458361.0        0.      0.    5.00E+000      0.7145      0.5822      0.0029     0.000     0.000     0.442     0.475     0.635
20180901      2458362.0       69.      0.    5.00E+000      0.6248      0.5386      0.0029     0.000     0.000     0.653     0.563     0.701
20180902      2458363.0      268.      1.    5.00E+000      0.5164      0.5551      0.0029     0.038     0.029     0.619     0.585     0.765
20180903      2458364.0     9887.      1.    5.00E+000      0.4052      0.6566      0.0029     0.004     0.003     0.742     0.659     0.634
20180904      2458365.0     9739.      1.    5.00E+000      0.2956      0.8064      0.0029     0.004     0.003     0.287     0.388     0.603
20180905      2458366.0     8262.      1.    5.00E+000      0.1948      0.9910      0.0029     0.005     0.004     0.307     0.362     0.604
20180906      2458367.0     2768.      1.    5.00E+000      0.1096      1.1955      0.0029     0.011     0.008     0.634     0.619     0.733
20180907      2458368.0     5270.      1.    5.00E+000      0.0464      1.4031      0.0029     0.006     0.004     0.600     0.678     0.765
20180908      2458369.0    11428.      1.    5.00E+000      0.0097      1.6018      0.0029     0.004     0.002     0.258     0.329     0.520
20180909      2458370.0     1828.      1.    5.00E+000      0.0019      1.6985      0.0029     0.011     0.007     0.360     0.427     0.619
20180910      2458371.0     7748.      1.    5.00E+000      0.0226      1.5902      0.0029     0.005     0.004     0.362     0.390     0.632
20180911      2458372.0     8777.      1.    5.00E+000      0.0685      1.5126      0.0029     0.005     0.003     0.344     0.429     0.627
20180912      2458373.0     1295.      1.    5.00E+000      0.1349      1.4266      0.0029     0.020     0.014     0.448     0.499     0.681
20180913      2458374.0     2737.      1.    5.00E+000      0.2160      1.3229      0.0029     0.011     0.008     0.580     0.597     0.740
20180914      2458375.0     1179.      1.    5.00E+000      0.3072      1.2604      0.0029     0.023     0.018     0.563     0.491     0.716
20180915      2458376.0     4380.      1.    5.00E+000      0.4035      1.2091      0.0029     0.007     0.004     0.591     0.521     0.693
20180916      2458377.0      231.      1.    5.00E+000      0.5011      1.1731      0.0029     0.061     0.047     0.636     0.554     0.700
20180917      2458378.0      349.      1.    5.00E+000      0.5970      1.1497      0.0029     0.037     0.028     0.646     0.577     0.749
20180918      2458379.0     3022.      1.    5.00E+000      0.6875      1.1409      0.0029     0.012     0.009     0.450     0.524     0.736
20180919      2458380.0     4271.      1.    5.00E+000      0.7711      1.1257      0.0029     0.007     0.005     0.516     0.628     0.804
20180920      2458381.0     6710.      1.    5.00E+000      0.8450      1.0941      0.0029     0.005     0.003     0.400     0.537     0.738
20180921      2458382.0     2537.      1.    5.00E+000      0.9071      1.0478      0.0029     0.009     0.006     0.457     0.574     0.721
20180922      2458383.0     2639.      1.    5.00E+000      0.9547      0.9889      0.0029     0.006     0.003     0.788     0.836     0.857
20180923      2458384.0     3341.      1.    5.00E+000      0.9857      0.9196      0.0029     0.007     0.004     0.259     0.541     0.641
20180924      2458385.0     3079.      1.    5.00E+000      0.9983      0.8429      0.0029     0.007     0.004     0.283     0.691     0.714
20180925      2458386.0     1407.      1.    5.00E+000      0.9908      0.7621      0.0029     0.014     0.010     1.111     0.995     0.784
20180926      2458387.0     2818.      1.    5.00E+000      0.9626      0.6803      0.0029     0.008     0.006     0.446     0.791     0.541
20180927      2458388.0     5144.      1.    5.00E+000      0.9135      0.6021      0.0029     0.006     0.004     0.458     0.748     0.528
20180928      2458389.0     5752.      1.    5.00E+000      0.8453      0.5312      0.0029     0.006     0.003     0.551     0.667     0.592
20180929      2458390.0     6206.      1.    5.00E+000      0.7597      0.4730      0.0029     0.005     0.003     0.485     0.537     0.562
