model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180700      2458299.0     1355.      1.    5.00E+000      0.9293      1.1138      0.0029     8.237    -0.211    10.535     9.951     9.593
20180701      2458300.0       41.      0.    5.00E+000      0.8777      1.0681      0.0029     8.300    -0.300    10.588    10.375    10.643
20180702      2458301.0        0.      0.    5.00E+000      0.8087      1.0273      0.0029     8.300    -0.300     9.557     9.251     9.555
20180703      2458302.0        0.      0.    5.00E+000      0.7275      1.0071      0.0029     8.300    -0.300     9.757     9.517     9.773
20180704      2458303.0        0.      0.    5.00E+000      0.6361      1.0100      0.0029     8.300    -0.300     9.750     9.539     9.747
20180705      2458304.0     7493.      1.    5.00E+000      0.5370      1.0367      0.0029     8.312    -0.156    11.474    10.996    10.405
20180706      2458305.0     7534.      1.    5.00E+000      0.4339      1.0892      0.0029     8.228    -0.103    11.349    10.959    10.566
20180707      2458306.0     8755.      1.    5.00E+000      0.3299      1.1669      0.0029     8.253    -0.107    11.500    11.098    10.736
20180708      2458307.0     7521.      1.    5.00E+000      0.2300      1.2353      0.0029     8.287    -0.229    11.473    11.024    10.678
20180709      2458308.0     1182.      1.    5.00E+000      0.1409      1.3512      0.0029     8.132    -0.537    10.985    10.440    10.329
20180710      2458309.0      156.      0.    5.00E+000      0.0689      1.4822      0.0029     8.300    -0.300    10.636    10.342    10.217
20180711      2458310.0        0.      0.    5.00E+000      0.0205      1.6061      0.0029     8.300    -0.300    11.288    11.019    11.190
20180712      2458311.0        0.      0.    5.00E+000      0.0006      1.7713      0.0029     8.300    -0.300    11.197    10.877    10.793
20180713      2458312.0     3717.      1.    5.00E+000      0.0116      1.6939      0.0029     8.228    -0.301    11.515    11.021    10.637
20180714      2458313.0     1843.      1.    5.00E+000      0.0524      1.5679      0.0029     8.223    -0.188    10.183     9.732     9.675
20180715      2458314.0      585.      1.    5.00E+000      0.1193      1.4634      0.0029     7.687    -0.133    10.865    10.549    10.312
20180716      2458315.0     3288.      1.    5.00E+000      0.2058      1.3615      0.0029     8.287    -0.208    11.471    11.073    10.867
20180717      2458316.0     7908.      1.    5.00E+000      0.3055      1.2712      0.0029     8.333    -0.212    11.495    10.961    10.631
20180718      2458317.0     8356.      1.    5.00E+000      0.4108      1.1722      0.0029     8.355    -0.233    11.489    11.026    10.665
20180719      2458318.0     6160.      1.    5.00E+000      0.5171      1.1233      0.0029     8.308    -0.320    11.428    10.821    10.480
20180720      2458319.0        0.      0.    5.00E+000      0.6107      1.0965      0.0029     8.300    -0.300     9.952     9.698     9.662
20180723      2458322.0     1750.      1.    5.00E+000      0.8702      1.1301      0.0029     8.129    -0.195    10.633    10.143     9.670
20180724      2458323.0     1478.      1.    5.00E+000      0.9275      1.1547      0.0029     8.306    -0.355    10.180     9.691     9.616
20180725      2458324.0        0.      0.    5.00E+000      0.9688      1.1620      0.0029     8.300    -0.300    10.084     9.737     9.567
20180726      2458325.0        0.      0.    5.00E+000      0.9932      1.1522      0.0029     8.300    -0.300     9.574     9.491     9.619
20180727      2458326.0     1150.      1.    5.00E+000      0.9998      1.1260      0.0029     7.992    -0.103     9.710     9.486     9.170
20180728      2458327.0     1330.      1.    5.00E+000      0.9884      1.0847      0.0029     8.285    -0.269    10.147     9.612     9.200
20180729      2458328.0     4413.      1.    5.00E+000      0.9593      1.0303      0.0029     8.285    -0.209    10.463    10.160     9.731
20180730      2458329.0     1780.      1.    5.00E+000      0.9127      0.9657      0.0029     8.345    -0.321    10.134     9.453     9.640
20180731      2458330.0     3292.      1.    5.00E+000      0.8550      1.0954      0.0029     8.220    -0.192    10.981    10.546    10.077
