model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180700      2458299.0     1355.      1.    5.00E+000      0.9293      1.1138      0.0029     0.012     0.009     0.412     0.611     1.080
20180701      2458300.0       41.      0.    5.00E+000      0.8777      1.0681      0.0029     0.000     0.000     0.558     0.517     0.764
20180702      2458301.0        0.      0.    5.00E+000      0.8087      1.0273      0.0029     0.000     0.000     0.279     0.473     1.146
20180703      2458302.0        0.      0.    5.00E+000      0.7275      1.0071      0.0029     0.000     0.000     0.586     0.659     1.106
20180704      2458303.0        0.      0.    5.00E+000      0.6361      1.0100      0.0029     0.000     0.000     0.375     0.447     0.990
20180705      2458304.0     7493.      1.    5.00E+000      0.5370      1.0367      0.0029     0.004     0.003     0.511     0.526     0.839
20180706      2458305.0     7534.      1.    5.00E+000      0.4339      1.0892      0.0029     0.005     0.003     0.439     0.608     1.192
20180707      2458306.0     8755.      1.    5.00E+000      0.3299      1.1669      0.0029     0.004     0.003     0.447     0.545     0.887
20180708      2458307.0     7521.      1.    5.00E+000      0.2300      1.2353      0.0029     0.005     0.004     0.579     0.685     1.028
20180709      2458308.0     1182.      1.    5.00E+000      0.1409      1.3512      0.0029     0.025     0.020     0.600     0.532     0.966
20180710      2458309.0      156.      0.    5.00E+000      0.0689      1.4822      0.0029     0.000     0.000     0.582     0.573     0.902
20180711      2458310.0        0.      0.    5.00E+000      0.0205      1.6061      0.0029     0.000     0.000     0.332     0.426     0.714
20180712      2458311.0        0.      0.    5.00E+000      0.0006      1.7713      0.0029     0.000     0.000     0.700     0.696     0.858
20180713      2458312.0     3717.      1.    5.00E+000      0.0116      1.6939      0.0029     0.009     0.006     0.502     0.573     0.906
20180714      2458313.0     1843.      1.    5.00E+000      0.0524      1.5679      0.0029     0.009     0.005     0.755     0.778     1.052
20180715      2458314.0      585.      1.    5.00E+000      0.1193      1.4634      0.0029     0.022     0.012     0.953     0.838     0.976
20180716      2458315.0     3288.      1.    5.00E+000      0.2058      1.3615      0.0029     0.005     0.003     0.348     0.448     0.825
20180717      2458316.0     7908.      1.    5.00E+000      0.3055      1.2712      0.0029     0.005     0.003     0.509     0.619     1.155
20180718      2458317.0     8356.      1.    5.00E+000      0.4108      1.1722      0.0029     0.004     0.003     0.556     0.691     1.040
20180719      2458318.0     6160.      1.    5.00E+000      0.5171      1.1233      0.0029     0.007     0.005     0.543     0.604     0.974
20180720      2458319.0        0.      0.    5.00E+000      0.6107      1.0965      0.0029     0.000     0.000     1.029     0.943     1.084
20180723      2458322.0     1750.      1.    5.00E+000      0.8702      1.1301      0.0029     0.014     0.010     0.521     0.591     1.118
20180724      2458323.0     1478.      1.    5.00E+000      0.9275      1.1547      0.0029     0.011     0.007     0.724     0.760     1.170
20180725      2458324.0        0.      0.    5.00E+000      0.9688      1.1620      0.0029     0.000     0.000     0.560     0.702     1.104
20180726      2458325.0        0.      0.    5.00E+000      0.9932      1.1522      0.0029     0.000     0.000     0.632     0.516     0.956
20180727      2458326.0     1150.      1.    5.00E+000      0.9998      1.1260      0.0029     0.013     0.008     0.565     0.845     1.031
20180728      2458327.0     1330.      1.    5.00E+000      0.9884      1.0847      0.0029     0.012     0.009     0.415     0.559     1.068
20180729      2458328.0     4413.      1.    5.00E+000      0.9593      1.0303      0.0029     0.006     0.004     0.261     0.523     0.881
20180730      2458329.0     1780.      1.    5.00E+000      0.9127      0.9657      0.0029     0.008     0.005     0.608     0.662     1.080
20180731      2458330.0     3292.      1.    5.00E+000      0.8550      1.0954      0.0029     0.009     0.006     0.353     0.513     0.977
