model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     7839.      1.    5.00E+000      0.0002      1.7817      0.0029     8.420    -0.282    11.529    11.154    10.704
20190106      2458489.0    20049.      1.    5.00E+000      0.0080      1.6256      0.0029     8.378    -0.266    11.464    11.142    10.688
20190107      2458490.0     8225.      1.    5.00E+000      0.0334      1.5025      0.0029     8.243    -0.289    11.094    10.747    10.294
20190108      2458491.0    17934.      1.    5.00E+000      0.0755      1.3595      0.0029     8.380    -0.295    11.417    11.047    10.532
20190109      2458492.0    10828.      1.    5.00E+000      0.1327      1.2393      0.0029     8.353    -0.264    11.304    10.935    10.494
20190110      2458493.0    18839.      1.    5.00E+000      0.2029      1.0999      0.0029     8.406    -0.283    11.460    11.084    10.597
20190111      2458494.0    11466.      1.    5.00E+000      0.2843      0.9679      0.0029     8.349    -0.265    11.283    11.000    10.498
20190112      2458495.0     5579.      1.    5.00E+000      0.3748      0.8489      0.0029     8.237    -0.307    10.952    10.625    10.200
20190113      2458496.0    14146.      1.    5.00E+000      0.4718      0.7501      0.0029     8.397    -0.296    11.384    11.015    10.494
20190114      2458497.0    15594.      1.    5.00E+000      0.5725      0.6690      0.0029     8.344    -0.251    11.234    10.840    10.395
20190115      2458498.0    12947.      1.    5.00E+000      0.6733      0.5910      0.0029     8.341    -0.260    11.072    10.661    10.197
20190116      2458499.0     8315.      1.    5.00E+000      0.7699      0.5198      0.0029     8.382    -0.323    10.740    10.302     9.862
20190117      2458500.0     5785.      1.    5.00E+000      0.8568      0.4613      0.0029     8.406    -0.303    10.206     9.841     9.491
20190118      2458501.0        0.      0.    5.00E+000      0.9281      0.4215      0.0029     8.300    -0.300     8.802     8.638     8.569
20190119      2458502.0        0.      0.    5.00E+000      0.9771      0.4068      0.0029     8.300    -0.300     8.274     8.035     8.140
20190120      2458503.0     1896.      1.    5.00E+000      0.9988      0.4211      0.0029     8.300    -0.300     8.560     8.685     8.472
20190121      2458504.0     1259.      1.    5.00E+000      0.9905      0.4639      0.0029     8.300    -0.300     9.725     9.399     9.007
20190122      2458505.0     2147.      1.    5.00E+000      0.9524      0.5305      0.0029     8.277    -0.344     8.605     8.541     8.550
20190123      2458506.0        0.      0.    5.00E+000      0.8878      0.6137      0.0029     8.300    -0.300     8.315     7.979     7.845
20190124      2458507.0    10041.      1.    5.00E+000      0.8026      0.7055      0.0029     8.349    -0.285    10.661    10.362     9.888
20190125      2458508.0    11543.      1.    5.00E+000      0.7036      0.7990      0.0029     8.360    -0.289    11.029    10.617    10.122
20190126      2458509.0     3875.      1.    5.00E+000      0.5974      0.8887      0.0029     8.086    -0.398    10.843    10.383     9.780
20190127      2458510.0     6800.      1.    5.00E+000      0.4900      0.9700      0.0029     8.382    -0.276    11.220    10.808    10.340
20190128      2458511.0    17849.      1.    5.00E+000      0.3862      1.0519      0.0029     8.371    -0.263    11.427    11.097    10.614
20190129      2458512.0     1339.      1.    5.00E+000      0.2900      1.1494      0.0029     7.968    -0.247    10.079     9.880     9.805
20190130      2458513.0     4423.      1.    5.00E+000      0.2043      1.2564      0.0029     8.237    -0.395    11.221    10.763    10.175
