model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     7839.      1.    5.00E+000      0.0002      1.7817      0.0029     0.003     0.002     0.247     0.301     0.446
20190106      2458489.0    20049.      1.    5.00E+000      0.0080      1.6256      0.0029     0.002     0.001     0.237     0.299     0.400
20190107      2458490.0     8225.      1.    5.00E+000      0.0334      1.5025      0.0029     0.004     0.002     0.582     0.525     0.522
20190108      2458491.0    17934.      1.    5.00E+000      0.0755      1.3595      0.0029     0.002     0.001     0.225     0.289     0.377
20190109      2458492.0    10828.      1.    5.00E+000      0.1327      1.2393      0.0029     0.003     0.001     0.722     0.667     0.569
20190110      2458493.0    18839.      1.    5.00E+000      0.2029      1.0999      0.0029     0.002     0.001     0.173     0.230     0.327
20190111      2458494.0    11466.      1.    5.00E+000      0.2843      0.9679      0.0029     0.003     0.002     0.704     0.731     0.651
20190112      2458495.0     5579.      1.    5.00E+000      0.3748      0.8489      0.0029     0.006     0.004     0.457     0.491     0.584
20190113      2458496.0    14146.      1.    5.00E+000      0.4718      0.7501      0.0029     0.003     0.002     0.461     0.597     0.478
20190114      2458497.0    15594.      1.    5.00E+000      0.5725      0.6690      0.0029     0.002     0.001     0.324     0.473     0.427
20190115      2458498.0    12947.      1.    5.00E+000      0.6733      0.5910      0.0029     0.002     0.001     0.422     0.547     0.471
20190116      2458499.0     8315.      1.    5.00E+000      0.7699      0.5198      0.0029     0.003     0.002     0.848     0.845     0.626
20190117      2458500.0     5785.      1.    5.00E+000      0.8568      0.4613      0.0029     0.004     0.002     1.008     0.950     0.743
20190118      2458501.0        0.      0.    5.00E+000      0.9281      0.4215      0.0029     0.000     0.000     0.683     0.647     0.587
20190119      2458502.0        0.      0.    5.00E+000      0.9771      0.4068      0.0029     0.000     0.000     1.071     0.909     0.687
20190120      2458503.0     1896.      1.    5.00E+000      0.9988      0.4211      0.0029     0.009     0.006     1.216     1.173     0.937
20190121      2458504.0     1259.      1.    5.00E+000      0.9905      0.4639      0.0029     0.008     0.005     0.437     0.556     0.448
20190122      2458505.0     2147.      1.    5.00E+000      0.9524      0.5305      0.0029     0.006     0.004     1.217     1.022     0.679
20190123      2458506.0        0.      0.    5.00E+000      0.8878      0.6137      0.0029     0.000     0.000     0.212     0.308     0.494
20190124      2458507.0    10041.      1.    5.00E+000      0.8026      0.7055      0.0029     0.003     0.002     0.379     0.606     0.492
20190125      2458508.0    11543.      1.    5.00E+000      0.7036      0.7990      0.0029     0.003     0.002     0.427     0.618     0.591
20190126      2458509.0     3875.      1.    5.00E+000      0.5974      0.8887      0.0029     0.007     0.005     0.581     0.565     0.569
20190127      2458510.0     6800.      1.    5.00E+000      0.4900      0.9700      0.0029     0.004     0.002     0.497     0.474     0.490
20190128      2458511.0    17849.      1.    5.00E+000      0.3862      1.0519      0.0029     0.002     0.001     0.188     0.248     0.356
20190129      2458512.0     1339.      1.    5.00E+000      0.2900      1.1494      0.0029     0.014     0.009     0.661     0.569     0.544
20190130      2458513.0     4423.      1.    5.00E+000      0.2043      1.2564      0.0029     0.006     0.004     0.301     0.329     0.420
