model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181200      2458452.0      354.      1.    5.00E+000      0.3800      0.6378      0.0029     0.022     0.010     0.325     0.350     0.500
20181201      2458453.0       68.      0.    5.00E+000      0.2923      0.8043      0.0029     0.000     0.000     0.636     0.721     0.788
20181202      2458454.0    13895.      1.    5.00E+000      0.1986      0.9849      0.0029     0.003     0.002     0.784     0.634     0.624
20181203      2458455.0     5700.      1.    5.00E+000      0.1204      1.1725      0.0029     0.010     0.004     0.998     0.866     0.813
20181204      2458456.0     3920.      1.    5.00E+000      0.0606      1.3581      0.0029     0.008     0.004     0.742     0.703     0.752
20181205      2458457.0    20096.      1.    5.00E+000      0.0211      1.5151      0.0029     0.002     0.001     0.292     0.387     0.588
20181206      2458458.0    16618.      1.    5.00E+000      0.0027      1.6988      0.0029     0.003     0.002     0.458     0.464     0.615
20181207      2458459.0    13870.      1.    5.00E+000      0.0050      1.6730      0.0029     0.003     0.002     0.303     0.386     0.604
20181208      2458460.0    11541.      1.    5.00E+000      0.0269      1.5247      0.0029     0.003     0.002     1.093     0.894     0.767
20181209      2458461.0     3269.      1.    5.00E+000      0.0666      1.4106      0.0029     0.008     0.005     0.842     0.699     0.709
20181210      2458462.0     5396.      1.    5.00E+000      0.1217      1.2848      0.0029     0.006     0.004     0.870     0.764     0.742
20181211      2458463.0    20033.      1.    5.00E+000      0.1899      1.1620      0.0029     0.002     0.001     0.264     0.348     0.550
20181212      2458464.0     3067.      1.    5.00E+000      0.2689      1.0486      0.0029     0.008     0.005     0.778     0.637     0.638
20181213      2458465.0      340.      1.    5.00E+000      0.3560      0.9499      0.0029     0.028     0.019     0.452     0.494     0.653
20181214      2458466.0      442.      0.    5.00E+000      0.4490      0.8677      0.0029     0.000     0.000     0.837     0.865     0.794
20181215      2458467.0     4274.      1.    5.00E+000      0.5453      0.7934      0.0029     0.005     0.002     1.562     1.313     1.044
20181216      2458468.0     7303.      1.    5.00E+000      0.6420      0.7136      0.0029     0.005     0.003     0.640     0.602     0.654
20181217      2458469.0      154.      1.    5.00E+000      0.7357      0.6310      0.0029     0.053     0.024     1.123     1.025     0.981
20181218      2458470.0    10699.      1.    5.00E+000      0.8224      0.5483      0.0029     0.003     0.002     0.560     0.629     0.608
20181219      2458471.0     8407.      1.    5.00E+000      0.8972      0.4706      0.0029     0.004     0.002     0.644     0.643     0.677
20181220      2458472.0     3101.      1.    5.00E+000      0.9549      0.4029      0.0029     0.008     0.004     0.793     0.764     0.675
20181221      2458473.0      282.      1.    5.00E+000      0.9901      0.3524      0.0029     0.032     0.022     0.636     0.697     0.514
20181222      2458474.0        0.      0.    5.00E+000      0.9987      0.3250      0.0029     0.000     0.000     1.100     0.900     0.592
20181223      2458475.0      151.      1.    5.00E+000      0.9787      0.3251      0.0029     0.050     0.024     0.521     0.695     0.541
20181224      2458476.0     1573.      1.    5.00E+000      0.9307      0.3536      0.0029     0.010     0.006     1.106     0.838     0.604
20181225      2458477.0     4113.      1.    5.00E+000      0.8579      0.4072      0.0029     0.006     0.003     0.718     0.724     0.573
20181226      2458478.0     9988.      1.    5.00E+000      0.7661      0.4793      0.0029     0.003     0.002     0.585     0.522     0.582
20181227      2458479.0     8053.      1.    5.00E+000      0.6612      0.5636      0.0029     0.004     0.002     0.629     0.769     0.615
20181228      2458480.0     4988.      1.    5.00E+000      0.5508      0.6534      0.0029     0.007     0.004     1.232     0.968     0.622
20181229      2458481.0     6651.      1.    5.00E+000      0.4405      0.7458      0.0029     0.005     0.003     0.454     0.462     0.535
20181230      2458482.0     4489.      1.    5.00E+000      0.3356      0.8645      0.0029     0.006     0.003     0.837     0.700     0.706
20181231      2458483.0     2508.      1.    5.00E+000      0.2503      1.8816      0.0029     0.007     0.004     0.732     0.574     0.587
