model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181200      2458452.0      354.      1.    5.00E+000      0.3800      0.6378      0.0029     7.919    -0.138    10.152     9.766     9.553
20181201      2458453.0       68.      0.    5.00E+000      0.2923      0.8043      0.0029     8.300    -0.300     8.300     8.246     8.403
20181202      2458454.0    13895.      1.    5.00E+000      0.1986      0.9849      0.0029     8.420    -0.317    10.924    10.429     9.815
20181203      2458455.0     5700.      1.    5.00E+000      0.1204      1.1725      0.0029     8.910    -0.192     9.583     9.360     9.059
20181204      2458456.0     3920.      1.    5.00E+000      0.0606      1.3581      0.0029     8.384    -0.215     9.732     9.589     9.344
20181205      2458457.0    20096.      1.    5.00E+000      0.0211      1.5151      0.0029     8.486    -0.305    10.972    10.600    10.040
20181206      2458458.0    16618.      1.    5.00E+000      0.0027      1.6988      0.0029     8.432    -0.270    10.887    10.527     9.962
20181207      2458459.0    13870.      1.    5.00E+000      0.0050      1.6730      0.0029     8.310    -0.252    10.796    10.423     9.920
20181208      2458460.0    11541.      1.    5.00E+000      0.0269      1.5247      0.0029     8.372    -0.242    10.816    10.345     9.714
20181209      2458461.0     3269.      1.    5.00E+000      0.0666      1.4106      0.0029     8.152    -0.132     9.768     9.523     9.301
20181210      2458462.0     5396.      1.    5.00E+000      0.1217      1.2848      0.0029     7.964    -0.036     9.799     9.671     9.478
20181211      2458463.0    20033.      1.    5.00E+000      0.1899      1.1620      0.0029     8.418    -0.254    10.986    10.589    10.045
20181212      2458464.0     3067.      1.    5.00E+000      0.2689      1.0486      0.0029     8.300    -0.300     9.733     9.373     9.101
20181213      2458465.0      340.      1.    5.00E+000      0.3560      0.9499      0.0029     8.289    -0.341     9.731     9.526     9.331
20181214      2458466.0      442.      0.    5.00E+000      0.4490      0.8677      0.0029     8.300    -0.300     8.931     8.799     8.715
20181215      2458467.0     4274.      1.    5.00E+000      0.5453      0.7934      0.0029     8.429    -0.263     7.853     8.064     8.499
20181216      2458468.0     7303.      1.    5.00E+000      0.6420      0.7136      0.0029     8.436    -0.376    10.257     9.819     9.361
20181217      2458469.0      154.      1.    5.00E+000      0.7357      0.6310      0.0029     7.896    -0.017     8.250     8.291     8.445
20181218      2458470.0    10699.      1.    5.00E+000      0.8224      0.5483      0.0029     8.418    -0.318    10.198     9.869     9.232
20181219      2458471.0     8407.      1.    5.00E+000      0.8972      0.4706      0.0029     8.409    -0.298     9.892     9.615     9.043
20181220      2458472.0     3101.      1.    5.00E+000      0.9549      0.4029      0.0029     8.337    -0.276     9.192     9.150     8.639
20181221      2458473.0      282.      1.    5.00E+000      0.9901      0.3524      0.0029     8.300    -0.300     9.119     8.900     8.448
20181222      2458474.0        0.      0.    5.00E+000      0.9987      0.3250      0.0029     8.300    -0.300     7.594     7.538     7.766
20181223      2458475.0      151.      1.    5.00E+000      0.9787      0.3251      0.0029     8.326    -0.096     9.193     9.090     8.696
20181224      2458476.0     1573.      1.    5.00E+000      0.9307      0.3536      0.0029     8.239    -0.230     8.263     8.309     8.381
20181225      2458477.0     4113.      1.    5.00E+000      0.8579      0.4072      0.0029     8.394    -0.306     9.626     9.526     9.104
20181226      2458478.0     9988.      1.    5.00E+000      0.7661      0.4793      0.0029     8.384    -0.304    10.388     9.998     9.352
20181227      2458479.0     8053.      1.    5.00E+000      0.6612      0.5636      0.0029     8.284    -0.290    10.423     9.990     9.348
20181228      2458480.0     4988.      1.    5.00E+000      0.5508      0.6534      0.0029     8.300    -0.300    10.485     9.939     9.195
20181229      2458481.0     6651.      1.    5.00E+000      0.4405      0.7458      0.0029     8.246    -0.313    10.494     9.992     9.524
20181230      2458482.0     4489.      1.    5.00E+000      0.3356      0.8645      0.0029     8.242    -0.244     9.633     9.518     9.390
20181231      2458483.0     2508.      1.    5.00E+000      0.2503      1.8816      0.0029     8.270    -0.346    10.149     9.806     9.297
