model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     2947.      1.    5.00E+000      0.0002      1.7705      0.0029     7.996    -0.203    11.569    11.133    10.497
20190106      2458489.0    12144.      1.    5.00E+000      0.0080      1.6555      0.0029     8.155    -0.251    11.587    11.182    10.575
20190107      2458490.0     2103.      1.    5.00E+000      0.0334      1.5153      0.0029     8.269    -0.458    11.179    10.713    10.357
20190108      2458491.0        0.      0.    5.00E+000      0.0755      1.3723      0.0029     8.300    -0.300    11.254    11.021    10.981
20190109      2458492.0    12406.      1.    5.00E+000      0.1325      1.2306      0.0029     8.139    -0.232    11.464    11.022    10.430
20190110      2458493.0    16790.      1.    5.00E+000      0.2027      1.0924      0.0029     8.208    -0.245    11.515    11.116    10.542
20190111      2458494.0     5595.      1.    5.00E+000      0.2840      0.9626      0.0029     7.975    -0.210    10.938    10.540     9.966
20190112      2458495.0     6198.      1.    5.00E+000      0.3744      0.8463      0.0029     8.093    -0.250    11.131    10.634    10.054
20190113      2458496.0    10420.      1.    5.00E+000      0.4714      0.7516      0.0029     7.993    -0.214    11.446    11.068    10.469
20190114      2458497.0    13228.      1.    5.00E+000      0.5724      0.6709      0.0029     8.196    -0.237    11.331    10.853    10.325
20190115      2458498.0    10153.      1.    5.00E+000      0.6733      0.5925      0.0029     8.202    -0.294    11.094    10.653    10.143
20190116      2458499.0        0.      0.    5.00E+000      0.7699      0.5214      0.0029     8.300    -0.300     9.573     9.346     9.206
20190117      2458500.0       35.      1.    5.00E+000      0.8568      0.4627      0.0029     8.809    -0.171     8.720     8.724     8.801
20190118      2458501.0        0.      0.    5.00E+000      0.9279      0.4230      0.0029     8.300    -0.300     9.123     9.130     8.779
20190119      2458502.0        0.      0.    5.00E+000      0.9768      0.4083      0.0029     8.300    -0.300     9.091     9.077     8.730
20190120      2458503.0      292.      1.    5.00E+000      0.9988      0.4224      0.0029     8.932    -0.194     8.009     7.991     8.266
20190121      2458504.0      377.      1.    5.00E+000      0.9907      0.4650      0.0029     8.901    -0.210     8.218     8.264     8.401
20190122      2458505.0        0.      0.    5.00E+000      0.9526      0.5317      0.0029     8.300    -0.300     8.383     8.447     8.624
20190123      2458506.0        0.      0.    5.00E+000      0.8881      0.6149      0.0029     8.300    -0.300     7.507     7.371     7.468
20190124      2458507.0        0.      0.    5.00E+000      0.8029      0.7069      0.0029     8.300    -0.300     9.368     9.298     9.175
20190125      2458508.0      911.      1.    5.00E+000      0.7037      0.8002      0.0029     8.095    -0.223     9.932     9.794     9.623
20190126      2458509.0      879.      1.    5.00E+000      0.5981      0.8899      0.0029     7.742    -0.339    10.314     9.781     9.343
20190127      2458510.0        0.      0.    5.00E+000      0.4904      0.9713      0.0029     8.300    -0.300     9.743     9.439     9.390
20190128      2458511.0    14524.      1.    5.00E+000      0.3866      1.0530      0.0029     8.213    -0.237    11.423    11.024    10.404
20190129      2458512.0      493.      1.    5.00E+000      0.2903      1.1443      0.0029     8.018    -0.496     9.909     9.629     9.346
20190130      2458513.0       76.      0.    5.00E+000      0.2046      1.2494      0.0029     8.300    -0.300    11.136    10.719    10.327
