model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190109      2458492.0        0.      0.    5.00E+000      0.1320      1.2439      0.0029     0.000     0.000     0.707     0.723     0.706
20190110      2458493.0     5448.      1.    5.00E+000      0.2021      1.1061      0.0029     0.006     0.003     0.445     0.399     0.308
20190111      2458494.0     2385.      1.    5.00E+000      0.2834      0.9757      0.0029     0.008     0.005     0.697     0.593     0.358
20190112      2458495.0      665.      1.    5.00E+000      0.3737      0.8580      0.0029     0.016     0.011     0.962     0.713     0.368
20190113      2458496.0     1339.      1.    5.00E+000      0.4706      0.7612      0.0029     0.009     0.005     0.856     0.665     0.377
20190114      2458497.0    11216.      1.    5.00E+000      0.5710      0.6800      0.0029     0.003     0.001     0.243     0.369     0.324
20190115      2458498.0     5233.      1.    5.00E+000      0.6719      0.6020      0.0029     0.005     0.003     0.352     0.415     0.322
20190116      2458499.0      199.      1.    5.00E+000      0.7685      0.5308      0.0029     0.021     0.011     0.791     0.668     0.361
20190117      2458500.0        0.      0.    5.00E+000      0.8559      0.4718      0.0029     0.000     0.000     0.356     0.310     0.232
20190118      2458501.0        0.      0.    5.00E+000      0.9272      0.4319      0.0029     0.000     0.000     0.575     0.521     0.527
20190119      2458502.0      924.      1.    5.00E+000      0.9765      0.4169      0.0029     0.017     0.011     0.917     0.774     0.484
20190120      2458503.0        0.      0.    5.00E+000      0.9987      0.4309      0.0029     0.000     0.000     0.714     0.589     0.433
20190121      2458504.0      664.      1.    5.00E+000      0.9908      0.4733      0.0029     0.015     0.009     0.577     0.625     0.469
20190122      2458505.0        0.      0.    5.00E+000      0.9531      0.5397      0.0029     0.000     0.000     0.348     0.295     0.292
20190123      2458506.0      232.      1.    5.00E+000      0.8889      0.6225      0.0029     0.040     0.027     0.954     0.934     0.730
20190124      2458507.0     6675.      1.    5.00E+000      0.8039      0.7143      0.0029     0.004     0.002     0.114     0.430     0.239
20190125      2458508.0     4054.      1.    5.00E+000      0.7050      0.8078      0.0029     0.005     0.003     0.217     0.362     0.282
20190126      2458509.0      858.      1.    5.00E+000      0.5985      0.8975      0.0029     0.012     0.007     0.398     0.354     0.266
20190127      2458510.0        0.      0.    5.00E+000      0.4911      0.9791      0.0029     0.000     0.000     0.811     0.728     0.549
20190128      2458511.0     2326.      1.    5.00E+000      0.3873      1.0565      0.0029     0.009     0.004     1.516     1.335     0.952
20190129      2458512.0     4292.      1.    5.00E+000      0.2913      1.1600      0.0029     0.006     0.003     0.480     0.445     0.287
