model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -1.613600E-004      1.604661E-005      2.601124E-005      5.274217E-005      6.479251E-005      1.899886E-005
           0.087266                NaN                NaN                NaN      1.233997E-004      2.266651E-005      1.881691E-005
           0.174533                NaN                NaN                NaN      4.388325E-005      1.788591E-005      1.917849E-005
           0.261799                NaN                NaN                NaN      6.382790E-006      1.397758E-005      1.987024E-005
           0.349066      8.855028E-006      2.008874E-005      2.611958E-005     -8.673561E-005      1.380274E-005      2.079093E-005
           0.436332                NaN                NaN                NaN     -7.069515E-005      1.413099E-005      2.182486E-005
           0.523599                NaN                NaN                NaN     -5.915107E-006      1.468182E-005      2.285249E-005
           0.610865                NaN                NaN                NaN      5.464690E-005      1.552588E-005      2.376026E-005
           0.698132      9.618567E-005      1.393784E-005      2.564319E-005      7.984963E-005      1.745626E-005      2.445679E-005
           0.785398                NaN                NaN                NaN      7.803434E-005      1.830477E-005      2.490815E-005
           0.872665                NaN                NaN                NaN      8.304977E-005      2.246639E-005      2.521174E-005
           0.959931                NaN                NaN                NaN     -4.282575E-005      2.512569E-005      2.572944E-005
           1.047198      1.307660E-004      1.488152E-005      2.414766E-005     -3.756915E-004      2.857217E-005      2.724972E-005
           1.134464                NaN                NaN                NaN     -2.451018E-004      3.746004E-005      3.098001E-005
           1.221731                NaN                NaN                NaN      5.766363E-004      5.472825E-005      3.812557E-005
           1.308997                NaN                NaN                NaN      2.592086E-003      8.395219E-005      4.939899E-005
           1.396263      1.158949E-004      1.446833E-005      2.306575E-005      3.802244E-003      2.749322E-004      6.503263E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      8.505489E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      1.094434E-004
           1.745329      4.462987E-005      1.485839E-005      2.241785E-005                NaN                NaN                NaN
           2.094395     -1.050002E-005      1.560184E-005      2.254084E-005                NaN                NaN                NaN
           2.443461     -1.033632E-004      1.602275E-005      2.338383E-005                NaN                NaN                NaN
           2.792527     -1.759162E-004      1.844592E-005      2.454309E-005                NaN                NaN                NaN
           3.141593     -1.457918E-004      1.921919E-005      2.596602E-005                NaN                NaN                NaN
           3.490659      7.003002E-006      1.804419E-005      2.634724E-005                NaN                NaN                NaN
           3.839725      2.174853E-004      1.740304E-005      2.611870E-005                NaN                NaN                NaN
           4.188790      2.869951E-004      1.718711E-005      2.523439E-005                NaN                NaN                NaN
           4.537856      1.471260E-004      1.705376E-005      2.439087E-005                NaN                NaN                NaN
           4.886922      1.563459E-005      1.563851E-005      2.387083E-005                NaN                NaN                NaN
           5.235988     -1.227746E-004      1.755737E-005      2.386476E-005                NaN                NaN                NaN
           5.585054     -2.246903E-004      1.370767E-005      2.439459E-005                NaN                NaN                NaN
           5.934120     -1.223908E-004      1.617017E-005      2.521435E-005                NaN                NaN                NaN
           6.283185     -1.613600E-004      1.604661E-005      2.601124E-005                NaN                NaN                NaN
