model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180401      2458209.0      194.      1.    5.00E+000      0.9690      0.9094      0.0029     8.047    -0.044     9.776     9.229     9.225
20180402      2458210.0       50.      1.    5.00E+000      0.9311      0.9673      0.0029     7.621    -0.296     9.491     9.124     9.301
20180403      2458211.0     1182.      1.    5.00E+000      0.8713      1.0283      0.0029     8.616    -0.829    10.247    10.220    10.343
20180404      2458212.0        0.      0.    5.00E+000      0.7982      1.0754      0.0029     8.300    -0.300    10.646    10.553    10.769
20180405      2458213.0     3452.      1.    5.00E+000      0.7155      1.1068      0.0029     8.431    -0.301    11.551    11.165    10.712
20180406      2458214.0    10591.      1.    5.00E+000      0.6257      1.1341      0.0029     8.491    -0.364    11.713    11.279    10.798
20180407      2458215.0     9383.      1.    5.00E+000      0.5330      1.1849      0.0029     8.466    -0.401    11.744    11.295    10.796
20180408      2458216.0        0.      0.    5.00E+000      0.4386      1.2386      0.0029     8.300    -0.300    10.524    10.382    10.484
20180409      2458217.0        0.      0.    5.00E+000      0.3461      1.3226      0.0029     8.300    -0.300    10.946    10.859    11.032
20180410      2458218.0     1473.      1.    5.00E+000      0.2578      1.3941      0.0029     8.256    -0.281    10.872    10.791    10.780
20180411      2458219.0      670.      1.    5.00E+000      0.1771      1.4699      0.0029     7.996    -0.216    10.627    10.594    10.745
20180412      2458220.0       62.      1.    5.00E+000      0.1077      1.5752      0.0029     8.300    -0.300    10.675    10.464    10.590
20180413      2458221.0     6136.      1.    5.00E+000      0.0528      1.6660      0.0029     8.408    -0.374    11.470    11.020    10.635
20180414      2458222.0        0.      0.    5.00E+000      0.0164      1.7537      0.0029     8.300    -0.300    10.596    10.301    10.130
20180415      2458223.0     2109.      1.    5.00E+000      0.0021      1.8321      0.0029     8.937    -1.024    11.211    11.088    10.833
20180416      2458224.0     4520.      1.    5.00E+000      0.0120      1.6247      0.0029     8.833    -0.924    11.621    11.184    10.811
20180417      2458225.0     7815.      1.    5.00E+000      0.0472      1.4440      0.0029     8.519    -0.480    11.802    11.387    10.985
20180418      2458226.0     9554.      1.    5.00E+000      0.1067      1.2429      0.0029     8.476    -0.417    11.851    11.399    10.941
20180419      2458227.0     9196.      1.    5.00E+000      0.1872      1.0449      0.0029     8.366    -0.317    11.792    11.399    10.845
20180420      2458228.0     9812.      1.    5.00E+000      0.2851      0.8871      0.0029     8.445    -0.343    11.880    11.422    10.870
20180421      2458229.0     9780.      1.    5.00E+000      0.3946      0.7181      0.0029     8.440    -0.330    11.792    11.341    10.797
20180422      2458230.0     8180.      1.    5.00E+000      0.5086      0.5858      0.0029     8.300    -0.300    11.488    11.067    10.703
20180423      2458231.0     5437.      1.    5.00E+000      0.6207      0.5190      0.0029     8.496    -0.439    11.126    10.685    10.370
20180424      2458232.0     5831.      1.    5.00E+000      0.7262      0.5402      0.0029     8.300    -0.300    10.963    10.624    10.226
20180425      2458233.0     4579.      1.    5.00E+000      0.8190      0.6137      0.0029     8.300    -0.300    10.528    10.380    10.011
20180426      2458234.0     3146.      1.    5.00E+000      0.8948      0.6952      0.0029     8.300    -0.300    10.247    10.147     9.732
20180427      2458235.0      446.      1.    5.00E+000      0.9510      0.7798      0.0029     8.058    -0.246     9.863     9.758     9.377
20180428      2458236.0        0.      0.    5.00E+000      0.9855      0.8622      0.0029     8.300    -0.300     9.601     9.393     9.065
20180429      2458237.0        0.      0.    5.00E+000      0.9980      0.9388      0.0029     8.300    -0.300     9.263     8.986     9.161
20180430      2458238.0        0.      0.    5.00E+000      0.9911      1.1326      0.0029     8.300    -0.300     9.635     9.248     9.407
