model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181000      2458391.0        0.      0.    5.00E+000      0.6468      0.4598      0.0029     0.000     0.000     0.482     0.555     0.830
20181001      2458392.0     4047.      1.    5.00E+000      0.5513      0.4680      0.0029     0.004     0.002     0.420     0.506     0.613
20181002      2458393.0     9037.      1.    5.00E+000      0.4380      0.5688      0.0029     0.003     0.002     0.251     0.372     0.554
20181003      2458394.0    11239.      1.    5.00E+000      0.3260      0.7043      0.0029     0.003     0.002     0.413     0.491     0.660
20181004      2458395.0    10856.      1.    5.00E+000      0.2226      0.8947      0.0029     0.003     0.002     0.368     0.437     0.646
20181005      2458396.0      476.      1.    5.00E+000      0.1340      1.1000      0.0029     0.029     0.023     0.407     0.462     0.736
20181006      2458397.0     1330.      1.    5.00E+000      0.0652      1.3122      0.0029     0.018     0.009     0.537     0.552     0.655
20181007      2458398.0     3624.      1.    5.00E+000      0.0206      1.5224      0.0029     0.008     0.005     0.582     0.574     0.686
20181008      2458399.0      828.      1.    5.00E+000      0.0024      1.7224      0.0029     0.018     0.012     0.410     0.437     0.757
20181009      2458400.0     2107.      1.    5.00E+000      0.0105      1.6164      0.0029     0.010     0.006     0.394     0.485     0.784
20181010      2458401.0     1967.      1.    5.00E+000      0.0426      1.5494      0.0029     0.008     0.005     0.529     0.521     0.711
20181011      2458402.0       94.      1.    5.00E+000      0.0953      1.4449      0.0029     0.052     0.034     0.395     0.515     0.794
20181012      2458403.0    10966.      1.    5.00E+000      0.1641      1.3698      0.0029     0.003     0.002     0.397     0.464     0.666
20181013      2458404.0      335.      1.    5.00E+000      0.2449      1.3051      0.0029     0.031     0.020     0.570     0.629     1.047
20181014      2458405.0      353.      0.    5.00E+000      0.3337      1.2486      0.0029     0.000     0.000     0.445     0.449     0.746
20181015      2458406.0        0.      0.    5.00E+000      0.4268      1.2015      0.0029     0.000     0.000     0.342     0.387     0.794
20181016      2458407.0     5479.      1.    5.00E+000      0.5211      1.1660      0.0029     0.005     0.003     0.427     0.580     0.849
20181017      2458408.0     3928.      1.    5.00E+000      0.6143      1.1401      0.0029     0.006     0.004     0.925     0.797     0.768
20181018      2458409.0     4318.      1.    5.00E+000      0.7036      1.0991      0.0029     0.006     0.004     0.448     0.635     0.998
20181019      2458410.0      220.      1.    5.00E+000      0.7865      1.0446      0.0029     0.028     0.019     0.625     0.684     1.044
20181020      2458411.0     2973.      1.    5.00E+000      0.8597      0.9788      0.0029     0.007     0.004     0.837     1.074     1.239
20181021      2458412.0      184.      1.    5.00E+000      0.9204      0.9039      0.0029     0.034     0.027     0.772     0.792     1.027
20181022      2458413.0     3117.      1.    5.00E+000      0.9653      0.8231      0.0029     0.005     0.003     0.519     0.766     0.868
20181023      2458414.0      168.      1.    5.00E+000      0.9918      0.7394      0.0029     0.028     0.018     0.837     0.943     1.000
20181024      2458415.0      472.      1.    5.00E+000      0.9971      0.6571      0.0029     0.015     0.009     0.572     0.867     0.891
20181025      2458416.0      228.      1.    5.00E+000      0.9794      0.5805      0.0029     0.038     0.030     0.941     1.055     1.015
20181026      2458417.0        0.      0.    5.00E+000      0.9384      0.5153      0.0029     0.000     0.000     0.492     0.439     0.759
20181027      2458418.0        0.      0.    5.00E+000      0.8748      0.4669      0.0029     0.000     0.000     0.297     0.402     0.774
20181028      2458419.0        0.      0.    5.00E+000      0.7921      0.4396      0.0029     0.000     0.000     0.665     0.644     0.868
20181029      2458420.0        0.      0.    5.00E+000      0.7168      1.8020      0.0029     0.000     0.000     0.197     0.389     0.738
20181030      2458421.0       22.      1.    5.00E+000      0.5620      0.4594      0.0029     0.072     0.046     0.503     0.620     0.636
20181031      2458422.0        0.      0.    5.00E+000      0.4956      1.9788      0.0029     0.000     0.000     0.203     0.368     0.761
