model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n                 a0                 xo                 yo                 xz                 yz                  v                  s                  d                  j                phi
     [/]            [/]       [/]              [rad]               [px]               [px]               [px]               [px]           [rad/px]              [rad]             [1/px]                [/]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     4181.     -1.315405E-001      5.286860E+002      6.091797E+002      5.287126E+002      6.197391E+002      2.905306E-003      3.340347E-003      8.762121E-003      2.724405E-004      3.229050E+000
20190106      2458489.0    14445.     -1.313556E-001      5.288381E+002      6.089012E+002      5.287603E+002      6.197314E+002      2.904175E-003      3.370945E-003      8.760423E-003      8.263217E-005      2.767408E+000
20190107      2458490.0     1504.     -1.312863E-001      5.288540E+002      6.089518E+002      5.287057E+002      6.197635E+002      2.897920E-003      3.955916E-003      8.396962E-003      1.310518E-004      4.256785E+000
20190108      2458491.0     3521.     -1.312210E-001      5.289004E+002      6.094241E+002      5.286700E+002      6.197745E+002      2.900633E-003      3.663933E-003      8.587545E-003      2.236486E-004      3.613714E+000
20190109      2458492.0      313.     -1.311068E-001      5.289650E+002      6.099180E+002      5.287612E+002      6.196264E+002      2.912454E-003      2.574721E-003      9.387867E-003      7.018285E-004      3.536839E+000
20190110      2458493.0    13204.     -1.313188E-001      5.288519E+002      6.089130E+002      5.287413E+002      6.197451E+002      2.904716E-003      3.342356E-003      8.775756E-003      7.936691E-005      3.073205E+000
20190111      2458494.0     4377.     -1.313578E-001      5.288251E+002      6.094352E+002      5.287190E+002      6.197317E+002      2.893511E-003      4.507770E-003      8.097371E-003      1.645093E-004      2.191433E+000
20190112      2458495.0     6838.     -1.313182E-001      5.287972E+002      6.090256E+002      5.287397E+002      6.197599E+002      2.902427E-003      3.588133E-003      8.610007E-003      8.208380E-005      4.243470E+000
20190113      2458496.0     7899.     -1.313328E-001      5.287297E+002      6.091208E+002      5.286935E+002      6.198015E+002      2.902024E-003      3.615846E-003      8.592639E-003      1.738263E-004      3.580506E+000
20190114      2458497.0    11897.     -1.312167E-001      5.287666E+002      6.090009E+002      5.287496E+002      6.197615E+002      2.904000E-003      3.426396E-003      8.714533E-003      1.289876E-004      3.588597E+000
20190115      2458498.0     9945.     -1.312741E-001      5.287983E+002      6.090459E+002      5.287475E+002      6.197348E+002      2.903681E-003      3.455848E-003      8.693026E-003      1.739710E-004      3.348545E+000
20190117      2458500.0      112.     -1.294963E-001      5.304954E+002      6.170579E+002      5.287422E+002      6.196808E+002      2.869667E-003      7.194736E-003      7.221427E-003      2.034423E-003      5.431769E+000
20190119      2458502.0      459.     -1.311925E-001      5.290417E+002      6.096056E+002      5.286316E+002      6.197759E+002      2.893663E-003      4.410717E-003      8.152564E-003      3.380058E-004      3.964615E+000
20190120      2458503.0     1271.     -1.313648E-001      5.288572E+002      6.090339E+002      5.286497E+002      6.198494E+002      2.885181E-003      5.489887E-003      7.660205E-003      4.268627E-004      3.801593E+000
20190121      2458504.0      894.     -1.313091E-001      5.288162E+002      6.090620E+002      5.286987E+002      6.197855E+002      2.907655E-003      3.006262E-003      9.028738E-003      2.391856E-004      3.271574E+000
20190122      2458505.0     2710.     -1.312476E-001      5.288120E+002      6.090861E+002      5.286992E+002      6.197902E+002      2.899428E-003      3.938292E-003      8.376381E-003      2.640345E-004      3.535881E+000
20190124      2458507.0     6709.     -1.313724E-001      5.286895E+002      6.090069E+002      5.286635E+002      6.198568E+002      2.899428E-003      3.865887E-003      8.435672E-003      2.267237E-004      3.932897E+000
20190125      2458508.0     8460.     -1.313189E-001      5.286799E+002      6.089530E+002      5.286877E+002      6.198469E+002      2.903761E-003      3.453228E-003      8.694951E-003      7.262398E-005      3.538514E+000
20190126      2458509.0     1253.     -1.312419E-001      5.288950E+002      6.090189E+002      5.286697E+002      6.197911E+002      2.901544E-003      3.654518E-003      8.566125E-003      1.854101E-004      3.279182E+000
20190128      2458511.0     4780.     -1.313041E-001      5.288230E+002      6.090368E+002      5.286606E+002      6.197555E+002      2.920123E-003      2.234611E-003      9.660061E-003      1.662299E-004      2.107780E+000
20190129      2458512.0      796.     -1.313646E-001      5.287721E+002      6.091429E+002      5.286835E+002      6.198209E+002      2.892956E-003      4.632599E-003      8.009153E-003      3.191498E-004      4.181297E+000
20190130      2458513.0      846.     -1.305713E-001      5.293732E+002      6.096266E+002      5.286750E+002      6.197108E+002      2.899785E-003      3.854543E-003      8.448804E-003      4.093366E-004      3.757074E+000
