model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n               s_a0               s_xo               s_yo               s_xz               s_yz                s_v                s_s                s_d                s_j              s_phi
     [/]            [/]       [/]              [rad]               [px]               [px]               [px]               [px]           [rad/px]              [rad]             [1/px]                [/]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     4181.      3.235563E-005      9.321728E-002      1.030315E-001      3.252228E-002      3.511025E-002      4.429096E-007      5.930894E-006      7.148190E-006      2.294026E-005      1.373684E-001
20190106      2458489.0    14445.      1.630114E-005      4.750366E-002      5.065535E-002      1.533015E-002      1.684182E-002      2.280775E-007      3.158291E-006      3.743649E-006      1.213307E-005      1.916070E-001
20190107      2458490.0     1504.      4.615080E-005      1.542035E-001      1.700516E-001      5.732416E-002      6.770787E-002      7.223601E-007      9.833351E-006      1.001649E-005      1.723268E-005      1.839759E-001
20190108      2458491.0     3521.      4.166944E-005      1.089951E-001      1.261980E-001      4.710039E-002      5.040571E-002      5.984386E-007      7.093422E-006      7.665943E-006      3.411889E-005      1.881111E-001
20190109      2458492.0      313.      1.748288E-004      4.130441E-001      4.293225E-001      1.376593E-001      1.349032E-001      2.052722E-006      1.822980E-005      2.640467E-005      6.678057E-005      7.879329E-002
20190110      2458493.0    13204.      1.716000E-005      5.002008E-002      5.333837E-002      1.582260E-002      1.753709E-002      2.378820E-007      3.294530E-006      3.996209E-006      1.239767E-005      1.896355E-001
20190111      2458494.0     4377.      3.644997E-005      1.002750E-001      1.086038E-001      3.453319E-002      3.746627E-002      5.040108E-007      8.653534E-006      7.202860E-006      2.042169E-005      2.391802E-001
20190112      2458495.0     6838.      2.428071E-005      7.122587E-002      7.782745E-002      2.313879E-002      2.569121E-002      3.367209E-007      4.990078E-006      5.520808E-006      1.450436E-005      2.004539E-001
20190113      2458496.0     7899.      2.373992E-005      6.930915E-002      7.449701E-002      2.167409E-002      2.394964E-002      3.316100E-007      5.053111E-006      5.443977E-006      1.909280E-005      1.532616E-001
20190114      2458497.0    11897.      1.788467E-005      5.219477E-002      5.588971E-002      1.659855E-002      1.818566E-002      2.518057E-007      3.559597E-006      4.117222E-006      1.224916E-005      1.369842E-001
20190115      2458498.0     9945.      1.969637E-005      5.753805E-002      6.158074E-002      1.802553E-002      2.001056E-002      2.798028E-007      4.031929E-006      4.609625E-006      1.697915E-005      9.870415E-002
20190117      2458500.0      112.      5.776797E-004      9.081496E-001      8.658627E-001      5.041294E-001      5.096120E-001      5.564353E-006      1.152291E-004      5.342232E-005      2.006717E-004      1.458011E-001
20190119      2458502.0      459.      9.893047E-005      3.344854E-001      3.901880E-001      1.313520E-001      1.451368E-001      1.504232E-006      2.442757E-005      2.128076E-005      6.132553E-005      1.909540E-001
20190120      2458503.0     1271.      5.688469E-005      1.823677E-001      1.997370E-001      5.668463E-002      6.241639E-002      8.590731E-007      1.984420E-005      1.403274E-005      3.803421E-005      1.255550E-001
20190121      2458504.0      894.      6.200714E-005      1.994862E-001      2.132431E-001      6.033780E-002      6.132397E-002      8.733683E-007      1.183742E-005      1.585740E-005      3.481349E-005      2.743648E-001
20190122      2458505.0     2710.      3.994220E-005      1.173155E-001      1.228676E-001      3.179328E-002      3.683725E-002      5.636828E-007      9.687458E-006      9.991097E-006      2.500600E-005      1.459633E-001
20190124      2458507.0     6709.      2.525407E-005      7.322989E-002      8.068985E-002      2.079420E-002      2.350858E-002      3.488325E-007      5.989600E-006      6.100634E-006      2.517674E-005      1.189902E-001
20190125      2458508.0     8460.      2.159649E-005      6.344655E-002      6.751278E-002      1.838286E-002      2.050157E-002      2.942131E-007      4.477677E-006      5.143631E-006      1.155441E-005      2.454763E-001
20190126      2458509.0     1253.      5.424526E-005      1.691923E-001      1.749825E-001      4.369307E-002      4.884988E-002      7.830171E-007      1.336445E-005      1.455266E-005      2.147208E-005      2.714163E-001
20190128      2458511.0     4780.      2.904053E-005      9.054179E-002      9.851714E-002      4.360108E-002      4.735712E-002      4.263077E-007      3.016875E-006      5.904882E-006      1.819363E-005      1.456579E-001
20190129      2458512.0      796.      7.190353E-005      2.289654E-001      2.451773E-001      5.329775E-002      5.935136E-002      1.108025E-006      2.429983E-005      2.030004E-005      3.773817E-005      1.740414E-001
20190130      2458513.0      846.      9.633350E-005      2.300411E-001      2.872840E-001      1.222941E-001      1.441315E-001      1.360152E-006      1.312624E-005      1.393114E-005      4.388190E-005      1.672471E-001
