model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190105      2458488.0     4181.      1.    5.00E+000      0.0002      1.7637      0.0029     8.406    -0.287    10.823    10.245     9.713
20190106      2458489.0    14445.      1.    5.00E+000      0.0079      1.6339      0.0029     8.368    -0.254    10.764    10.300     9.738
20190107      2458490.0     1504.      1.    5.00E+000      0.0333      1.5062      0.0029     7.825    -0.290     9.874     9.263     8.640
20190108      2458491.0     3521.      1.    5.00E+000      0.0753      1.3677      0.0029     8.314    -0.249    10.212     9.911     9.684
20190109      2458492.0      313.      1.    5.00E+000      0.1323      1.2285      0.0029     8.436    -0.311     8.518     8.309     8.066
20190110      2458493.0    13204.      1.    5.00E+000      0.2027      1.1103      0.0029     8.346    -0.261    10.734    10.225     9.655
20190111      2458494.0     4377.      1.    5.00E+000      0.2841      0.9809      0.0029     8.388    -0.302     9.369     9.105     9.027
20190112      2458495.0     6838.      1.    5.00E+000      0.3744      0.8631      0.0029     8.381    -0.319    10.567    10.021     9.271
20190113      2458496.0     7899.      1.    5.00E+000      0.4714      0.7657      0.0029     8.319    -0.267    10.459     9.949     9.340
20190114      2458497.0    11897.      1.    5.00E+000      0.5718      0.6847      0.0029     8.342    -0.247    10.645    10.184     9.609
20190115      2458498.0     9945.      1.    5.00E+000      0.6726      0.6067      0.0029     8.316    -0.260    10.511    10.068     9.446
20190116      2458499.0        0.      0.    5.00E+000      0.7692      0.5356      0.0029     8.300    -0.300     8.114     7.785     7.747
20190117      2458500.0      112.      1.    5.00E+000      0.8562      0.4768      0.0029     8.235    -0.155     8.342     8.216     8.345
20190118      2458501.0        0.      0.    5.00E+000      0.9274      0.4370      0.0029     8.300    -0.300     7.898     7.726     7.630
20190119      2458502.0      459.      1.    5.00E+000      0.9768      0.4222      0.0029     8.300    -0.300     8.217     8.037     7.886
20190120      2458503.0     1271.      1.    5.00E+000      0.9988      0.4364      0.0029     8.300    -0.300     8.511     8.477     8.105
20190121      2458504.0      894.      1.    5.00E+000      0.9907      0.4790      0.0029     8.300    -0.300     9.013     8.812     8.339
20190122      2458505.0     2710.      1.    5.00E+000      0.9527      0.5454      0.0029     8.249    -0.353     9.056     8.863     8.237
20190123      2458506.0        0.      0.    5.00E+000      0.8884      0.6284      0.0029     8.300    -0.300     8.223     8.013     7.900
20190124      2458507.0     6709.      1.    5.00E+000      0.8032      0.7202      0.0029     8.300    -0.300    10.164     9.699     9.061
20190125      2458508.0     8460.      1.    5.00E+000      0.7043      0.8137      0.0029     8.332    -0.312    10.432     9.902     9.270
20190126      2458509.0     1253.      1.    5.00E+000      0.5978      0.9034      0.0029     8.154    -0.514     9.353     8.973     8.574
20190127      2458510.0        0.      0.    5.00E+000      0.4903      0.9849      0.0029     8.300    -0.300     8.279     8.037     7.800
20190128      2458511.0     4780.      1.    5.00E+000      0.3866      1.0618      0.0029     8.330    -0.287    10.749    10.242     9.601
20190129      2458512.0      796.      1.    5.00E+000      0.2907      1.1647      0.0029     8.217    -0.615     9.012     8.631     8.174
20190130      2458513.0      846.      1.    5.00E+000      0.2049      1.2710      0.0029     8.165    -0.268     8.891     8.567     8.309
