model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n               s_a0               s_xo               s_yo               s_xz               s_yz                s_v                s_s                s_d                s_j              s_phi
     [/]            [/]       [/]              [rad]               [px]               [px]               [px]               [px]           [rad/px]              [rad]             [1/px]                [/]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 
20181201      2458453.0      919.      3.332987E-004      5.966628E-001      5.690674E-001      1.780651E-001      1.945806E-001      3.056716E-006      1.926683E-004      5.249017E-005      2.445874E-004      1.147252E-001
20181202      2458454.0     9551.      2.473620E-005      8.195886E-002      8.643132E-002      2.648076E-002      3.006892E-002      3.845184E-007      4.869121E-006      6.261146E-006      2.401165E-005      7.927033E-002
20181203      2458455.0     8170.      1.754484E-005      6.529661E-002      6.990221E-002      2.197048E-002      2.521534E-002      3.205802E-007      3.319301E-006      5.119840E-006      2.130962E-005      5.956200E-002
20181204      2458456.0    10359.      1.771806E-005      6.415778E-002      7.048687E-002      2.069242E-002      2.403373E-002      3.129247E-007      3.500035E-006      5.258768E-006      1.949281E-005      5.154342E-002
20181206      2458458.0     2187.      3.765673E-005      1.541744E-001      1.730829E-001      5.200988E-002      5.833384E-002      7.255422E-007      9.880698E-006      1.267394E-005      4.307893E-005      1.061595E-001
20181207      2458459.0     5332.      3.467341E-005      1.190105E-001      1.278072E-001      3.920006E-002      4.436199E-002      5.643579E-007      6.944591E-006      9.317818E-006      3.328498E-005      1.194333E-001
20181208      2458460.0     9975.      1.490807E-005      5.590964E-002      6.131693E-002      1.825405E-002      2.129563E-002      2.736961E-007      3.071484E-006      4.605333E-006      1.835636E-005      5.599269E-002
20181209      2458461.0     9210.      1.503499E-005      5.694688E-002      6.291188E-002      1.873608E-002      2.167050E-002      2.844339E-007      3.284860E-006      4.562497E-006      1.796786E-005      5.379196E-002
20181210      2458462.0     9728.      1.636678E-005      6.127729E-002      6.651793E-002      1.953726E-002      2.278340E-002      2.969963E-007      3.429542E-006      4.935632E-006      1.817687E-005      5.363121E-002
20181211      2458463.0     8651.      2.315104E-005      7.941715E-002      8.675110E-002      2.501247E-002      2.885137E-002      3.848955E-007      4.890318E-006      6.448799E-006      2.382216E-005      5.851878E-002
20181213      2458465.0      430.      1.555205E-004      4.402566E-001      4.888914E-001      1.329766E-001      1.562943E-001      2.072951E-006      2.167252E-005      3.405547E-005      1.109583E-004      1.926973E-001
