model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190900      2458726.0     2060.      1.    5.00E+000      0.0428      2.0776      0.0029     8.418    -0.697    10.376     9.864     9.242
20190901      2458727.0     4550.      1.    5.00E+000      0.0971      1.4840      0.0029     8.072    -0.408    10.182     9.689     9.033
20190902      2458728.0     9820.      1.    5.00E+000      0.1778      1.3774      0.0029     8.118    -0.255    10.569    10.128     9.472
20190903      2458729.0     7676.      1.    5.00E+000      0.2736      1.3092      0.0029     8.254    -0.388    10.405    10.018     9.431
20190904      2458730.0     9954.      1.    5.00E+000      0.3776      1.2567      0.0029     8.220    -0.360    10.550    10.083     9.442
20190905      2458731.0     5153.      1.    5.00E+000      0.4841      1.2183      0.0029     8.089    -0.116     9.890     9.561     9.092
20190906      2458732.0     1454.      1.    5.00E+000      0.5876      1.1951      0.0029     7.736    -0.016     9.371     9.075     8.958
20190907      2458733.0     2847.      0.    5.00E+000      0.6843      1.1846      0.0029     8.300    -0.300     9.406     9.092     8.804
20190908      2458734.0      420.      1.    5.00E+000      0.7717      1.1857      0.0029     8.643    -0.140     9.552     9.391     8.963
20190909      2458735.0     2739.      1.    5.00E+000      0.8474      1.1676      0.0029     8.015    -0.344     9.876     9.262     8.667
20190910      2458736.0     9373.      1.    5.00E+000      0.9091      1.1317      0.0029     8.172    -0.367    10.290     9.899     9.396
20190911      2458737.0     5881.      1.    5.00E+000      0.9555      1.0806      0.0029     8.122    -0.371     9.951     9.572     9.048
20190912      2458738.0     4792.      1.    5.00E+000      0.9853      1.0173      0.0029     8.057    -0.320     9.709     9.334     8.804
20190913      2458739.0     3686.      1.    5.00E+000      0.9979      0.9449      0.0029     7.989    -0.255     9.533     9.187     8.660
20190914      2458740.0     1470.      1.    5.00E+000      0.9927      0.8663      0.0029     8.041    -0.392     9.166     8.295     8.160
20190915      2458741.0     3938.      1.    5.00E+000      0.9697      0.7847      0.0029     7.984    -0.293     9.535     9.234     8.705
20190916      2458742.0        0.      0.    5.00E+000      0.9294      0.7027      0.0029     8.300    -0.300     8.981     8.707     8.246
20190917      2458743.0        0.      0.    5.00E+000      0.8730      0.6237      0.0029     8.300    -0.300     8.226     7.945     7.848
20190918      2458744.0        0.      0.    5.00E+000      0.8014      0.5508      0.0029     8.300    -0.300     7.347     7.407     7.907
20190919      2458745.0        0.      0.    5.00E+000      0.7165      0.4874      0.0029     8.300    -0.300     7.919     7.896     8.249
20190920      2458746.0     8778.      1.    5.00E+000      0.6207      0.4440      0.0029     8.174    -0.367    10.382     9.943     9.404
20190921      2458747.0     2120.      1.    5.00E+000      0.5171      0.4801      0.0029     7.686    -0.172     9.546     9.184     8.874
20190922      2458748.0      726.      0.    5.00E+000      0.4095      0.5730      0.0029     8.300    -0.300     8.710     8.537     8.317
20190923      2458749.0     2674.      1.    5.00E+000      0.3027      0.7370      0.0029     8.426    -0.229     9.222     9.172     9.101
20190924      2458750.0     8788.      1.    5.00E+000      0.2028      0.9293      0.0029     8.079    -0.299    10.441    10.002     9.397
20190925      2458751.0      490.      0.    5.00E+000      0.1167      1.1438      0.0029     8.300    -0.300     9.542     8.954     8.745
20190926      2458752.0      111.      1.    5.00E+000      0.0511      1.3662      0.0029     8.204    -0.824     9.804     9.221     8.559
20190927      2458753.0        0.      0.    5.00E+000      0.0120      1.5850      0.0029     8.300    -0.300     8.401     8.116     7.963
20190928      2458754.0     1509.      1.    5.00E+000      0.0027      1.6745      0.0029     7.999    -0.522    10.020     9.498     8.735
20190929      2458755.0     9905.      1.    5.00E+000      0.0236      1.5790      0.0029     8.211    -0.457    10.495    10.005     9.375
20190930      2458756.0      152.      0.    5.00E+000      0.0666      1.5039      0.0029     8.300    -0.300     8.585     8.330     8.293
