model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190900      2458726.0     2060.      1.    5.00E+000      0.0428      2.0776      0.0029     0.016     0.011     0.421     0.327     0.259
20190901      2458727.0     4550.      1.    5.00E+000      0.0971      1.4840      0.0029     0.011     0.008     0.194     0.184     0.233
20190902      2458728.0     9820.      1.    5.00E+000      0.1778      1.3774      0.0029     0.006     0.004     0.563     0.459     0.420
20190903      2458729.0     7676.      1.    5.00E+000      0.2736      1.3092      0.0029     0.006     0.004     1.009     0.886     0.561
20190904      2458730.0     9954.      1.    5.00E+000      0.3776      1.2567      0.0029     0.005     0.003     0.202     0.239     0.320
20190905      2458731.0     5153.      1.    5.00E+000      0.4841      1.2183      0.0029     0.009     0.006     0.963     0.814     0.538
20190906      2458732.0     1454.      1.    5.00E+000      0.5876      1.1951      0.0029     0.014     0.006     0.843     0.716     0.487
20190907      2458733.0     2847.      0.    5.00E+000      0.6843      1.1846      0.0029     0.000     0.000     1.024     0.800     0.479
20190908      2458734.0      420.      1.    5.00E+000      0.7717      1.1857      0.0029     0.034     0.015     1.141     1.071     0.855
20190909      2458735.0     2739.      1.    5.00E+000      0.8474      1.1676      0.0029     0.012     0.008     0.711     0.653     0.484
20190910      2458736.0     9373.      1.    5.00E+000      0.9091      1.1317      0.0029     0.004     0.002     0.262     0.373     0.579
20190911      2458737.0     5881.      1.    5.00E+000      0.9555      1.0806      0.0029     0.006     0.004     0.338     0.442     0.560
20190912      2458738.0     4792.      1.    5.00E+000      0.9853      1.0173      0.0029     0.006     0.004     0.249     0.428     0.534
20190913      2458739.0     3686.      1.    5.00E+000      0.9979      0.9449      0.0029     0.007     0.005     0.179     0.486     0.564
20190914      2458740.0     1470.      1.    5.00E+000      0.9927      0.8663      0.0029     0.013     0.008     0.939     0.758     0.504
20190915      2458741.0     3938.      1.    5.00E+000      0.9697      0.7847      0.0029     0.009     0.006     0.202     0.587     0.479
20190916      2458742.0        0.      0.    5.00E+000      0.9294      0.7027      0.0029     0.000     0.000     0.369     0.626     0.400
20190917      2458743.0        0.      0.    5.00E+000      0.8730      0.6237      0.0029     0.000     0.000     0.584     0.514     0.379
20190918      2458744.0        0.      0.    5.00E+000      0.8014      0.5508      0.0029     0.000     0.000     0.104     0.212     0.345
20190919      2458745.0        0.      0.    5.00E+000      0.7165      0.4874      0.0029     0.000     0.000     0.679     0.533     0.318
20190920      2458746.0     8778.      1.    5.00E+000      0.6207      0.4440      0.0029     0.004     0.002     0.173     0.204     0.228
20190921      2458747.0     2120.      1.    5.00E+000      0.5171      0.4801      0.0029     0.011     0.008     0.850     0.665     0.365
20190922      2458748.0      726.      0.    5.00E+000      0.4095      0.5730      0.0029     0.000     0.000     0.932     0.812     0.529
20190923      2458749.0     2674.      1.    5.00E+000      0.3027      0.7370      0.0029     0.020     0.006     1.209     1.060     0.749
20190924      2458750.0     8788.      1.    5.00E+000      0.2028      0.9293      0.0029     0.005     0.003     0.326     0.376     0.328
20190925      2458751.0      490.      0.    5.00E+000      0.1167      1.1438      0.0029     0.000     0.000     1.374     1.213     0.988
20190926      2458752.0      111.      1.    5.00E+000      0.0511      1.3662      0.0029     0.071     0.054     0.692     0.542     0.348
20190927      2458753.0        0.      0.    5.00E+000      0.0120      1.5850      0.0029     0.000     0.000     0.644     0.552     0.372
20190928      2458754.0     1509.      1.    5.00E+000      0.0027      1.6745      0.0029     0.019     0.015     1.041     0.839     0.477
20190929      2458755.0     9905.      1.    5.00E+000      0.0236      1.5790      0.0029     0.005     0.003     0.147     0.165     0.240
20190930      2458756.0      152.      0.    5.00E+000      0.0666      1.5039      0.0029     0.000     0.000     0.744     0.570     0.309
