model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -3.262900E-004      2.435404E-005      2.485034E-005      7.226048E-005      7.818693E-005      1.912053E-005
           0.087266                NaN                NaN                NaN      1.103028E-004      3.282882E-005      1.920694E-005
           0.174533                NaN                NaN                NaN      7.359112E-005      2.583611E-005      1.957801E-005
           0.261799                NaN                NaN                NaN      2.728845E-005      2.053140E-005      2.029416E-005
           0.349066     -1.402648E-004      2.861204E-005      2.514939E-005     -7.180791E-005      1.841697E-005      2.125298E-005
           0.436332                NaN                NaN                NaN     -6.412272E-005      1.949738E-005      2.233709E-005
           0.523599                NaN                NaN                NaN     -3.187242E-005      2.054397E-005      2.342432E-005
           0.610865                NaN                NaN                NaN      3.532471E-005      2.091051E-005      2.439557E-005
           0.698132      6.176811E-005      2.067643E-005      2.428211E-005      1.173421E-004      2.223832E-005      2.514584E-005
           0.785398                NaN                NaN                NaN      1.016620E-004      2.366830E-005      2.560825E-005
           0.872665                NaN                NaN                NaN      3.975560E-005      2.906800E-005      2.580678E-005
           0.959931                NaN                NaN                NaN     -1.554512E-004      3.326765E-005      2.595936E-005
           1.047198      2.529712E-004      2.093803E-005      2.254531E-005     -3.681897E-004      4.081608E-005      2.663741E-005
           1.134464                NaN                NaN                NaN     -2.081171E-004      5.175737E-005      2.887865E-005
           1.221731                NaN                NaN                NaN      5.426609E-004      7.164716E-005      3.396808E-005
           1.308997                NaN                NaN                NaN      2.557258E-003      1.118350E-004      4.287024E-005
           1.396263      2.377170E-004      2.082111E-005      2.136374E-005      2.940187E-003      2.301299E-004      5.596359E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      7.327989E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      9.475902E-005
           1.745329      1.877228E-004      2.530846E-005      2.138229E-005                NaN                NaN                NaN
           2.094395      5.986631E-005      2.650337E-005      2.226048E-005                NaN                NaN                NaN
           2.443461     -1.308172E-004      2.634001E-005      2.372539E-005                NaN                NaN                NaN
           2.792527     -2.315938E-004      2.732791E-005      2.467938E-005                NaN                NaN                NaN
           3.141593     -2.627636E-004      2.484804E-005      2.529379E-005                NaN                NaN                NaN
           3.490659     -1.451933E-004      2.367986E-005      2.496596E-005                NaN                NaN                NaN
           3.839725     -5.007931E-005      2.371668E-005      2.376592E-005                NaN                NaN                NaN
           4.188790      1.088683E-004      2.089204E-005      2.213594E-005                NaN                NaN                NaN
           4.537856      1.991684E-004      1.925228E-005      2.078850E-005                NaN                NaN                NaN
           4.886922      1.632377E-004      1.896977E-005      2.070064E-005                NaN                NaN                NaN
           5.235988      3.575513E-005      2.187656E-005      2.129570E-005                NaN                NaN                NaN
           5.585054     -1.711127E-004      1.851983E-005      2.255973E-005                NaN                NaN                NaN
           5.934120     -3.737734E-004      1.985349E-005      2.395995E-005                NaN                NaN                NaN
           6.283185     -3.262900E-004      2.435404E-005      2.485034E-005                NaN                NaN                NaN
