model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n               s_a0               s_xo               s_yo               s_xz               s_yz                s_v                s_s                s_d                s_j              s_phi
     [/]            [/]       [/]              [rad]               [px]               [px]               [px]               [px]           [rad/px]              [rad]             [1/px]                [/]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 
20190900      2458726.0     2060.      6.492813E-005      1.890305E-001      2.468175E-001      4.967041E-002      5.843210E-002      8.852411E-007      1.789571E-005      1.829264E-005      5.574051E-005      9.010981E-002
20190901      2458727.0     4550.      3.648540E-005      1.116041E-001      1.417099E-001      2.736886E-002      3.314039E-002      5.047247E-007      1.227988E-005      1.107259E-005      3.923602E-005      4.769098E-002
20190902      2458728.0     9820.      2.568358E-005      7.259747E-002      8.861126E-002      2.158758E-002      2.585706E-002      3.498382E-007      5.782781E-006      6.614523E-006      3.086992E-005      3.517677E-002
20190903      2458729.0     7676.      2.541985E-005      7.247994E-002      8.826221E-002      2.241072E-002      2.633376E-002      3.547200E-007      4.722306E-006      6.334491E-006      2.690859E-005      3.551634E-002
20190904      2458730.0     9954.      2.155772E-005      6.214152E-002      7.574198E-002      1.833797E-002      2.193664E-002      2.984606E-007      4.118175E-006      5.440455E-006      2.312915E-005      2.685165E-002
20190905      2458731.0     5153.      4.900156E-005      1.210293E-001      1.507661E-001      3.750026E-002      4.466437E-002      6.199614E-007      1.053043E-005      1.013413E-005      4.837031E-005      6.439614E-002
20190906      2458732.0     1454.      1.252696E-004      2.244177E-001      2.781816E-001      9.563993E-002      1.114210E-001      1.494070E-006      1.922769E-005      1.877665E-005      1.053853E-004      9.699565E-002
20190907      2458733.0     2847.      6.162202E-005      1.499249E-001      1.828119E-001      4.689750E-002      5.791850E-002      8.033923E-007      1.539971E-005      1.229276E-005      6.594535E-005      9.647950E-002
20190908      2458734.0      420.      4.953324E-004      6.793585E-001      7.976720E-001      3.137476E-001      3.401559E-001      4.384962E-006      2.246718E-004      3.910723E-005      2.392664E-004      1.183253E-001
20190909      2458735.0     2739.      5.249479E-005      1.550276E-001      1.945747E-001      3.916565E-002      4.620480E-002      7.337227E-007      1.934210E-005      1.577828E-005      5.684780E-005      7.661137E-002
20190910      2458736.0     9373.      2.199003E-005      6.244778E-002      7.718946E-002      1.853752E-002      2.211020E-002      3.055883E-007      4.039053E-006      5.516008E-006      2.386741E-005      2.671994E-002
20190911      2458737.0     5881.      2.714363E-005      7.871893E-002      9.875017E-002      2.159478E-002      2.553214E-002      3.871990E-007      5.920204E-006      7.321690E-006      2.934663E-005      3.245941E-002
20190912      2458738.0     4792.      2.832273E-005      8.267729E-002      1.049665E-001      2.194276E-002      2.633312E-002      4.074389E-007      6.513476E-006      7.499153E-006      2.799501E-005      3.588406E-002
20190913      2458739.0     3686.      3.276195E-005      9.579754E-002      1.246189E-001      2.550496E-002      3.052247E-002      4.708467E-007      7.625819E-006      9.336386E-006      2.876382E-005      4.276827E-002
20190914      2458740.0     1470.      5.303433E-005      1.549316E-001      2.084285E-001      4.706264E-002      5.378480E-002      8.399745E-007      1.671977E-005      1.405898E-005      5.838248E-005      1.493063E-001
20190915      2458741.0     3938.      3.943510E-005      1.134359E-001      1.436459E-001      3.093769E-002      3.646608E-002      5.550900E-007      1.074949E-005      1.060421E-005      4.180731E-005      5.354472E-002
20190920      2458746.0     8778.      2.223697E-005      6.435252E-002      7.509045E-002      1.793360E-002      2.177441E-002      3.058931E-007      4.119027E-006      5.550774E-006      2.432300E-005      2.460542E-002
20190921      2458747.0     2120.      4.998469E-005      1.464941E-001      1.747013E-001      4.022267E-002      5.001230E-002      7.439251E-007      1.488650E-005      1.282214E-005      4.907177E-005      5.512980E-002
20190922      2458748.0      726.      1.393979E-004      3.069004E-001      3.620471E-001      1.049192E-001      1.210457E-001      1.662828E-006      3.393572E-005      2.636156E-005      4.459996E-005      4.531700E-001
20190923      2458749.0     2674.      1.105892E-004      1.828074E-001      2.238249E-001      1.158578E-001      1.270291E-001      1.326760E-006      1.234526E-005      1.333790E-005      9.275376E-005      1.276814E-001
20190924      2458750.0     8788.      2.362344E-005      6.841185E-002      8.396612E-002      1.945066E-002      2.341494E-002      3.279649E-007      4.921608E-006      6.154614E-006      2.750302E-005      3.131937E-002
20190925      2458751.0      490.      2.300778E-004      4.455270E-001      5.324565E-001      1.647250E-001      1.854194E-001      2.355037E-006      5.586119E-005      3.602780E-005      1.177195E-004      2.406186E-001
20190926      2458752.0      111.      1.477836E-004      5.797230E-001      7.463901E-001      1.509966E-001      1.748917E-001      2.431900E-006      5.252976E-005      7.952740E-005      7.816327E-005      1.053520E-001
20190928      2458754.0     1509.      5.832395E-005      1.752631E-001      2.243785E-001      4.310851E-002      5.435719E-002      8.507458E-007      1.999054E-005      1.886697E-005      7.220437E-005      8.976034E-002
20190929      2458755.0     9905.      2.154509E-005      6.326972E-002      7.634667E-002      1.772346E-002      2.127793E-002      3.014481E-007      4.462111E-006      5.761686E-006      2.409091E-005      2.562587E-002
20190930      2458756.0      152.      3.767066E-004      8.480952E-001      1.090657E+000      2.134554E-001      2.723698E-001      4.438157E-006      1.426767E-004      9.323014E-005      7.486285E-005      1.499395E-001
