model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190108      2458491.0      145.      0.    5.00E+000      0.0751      1.3625      0.0029     8.300    -0.300     9.993     9.479     8.948
20190109      2458492.0    12280.      1.    5.00E+000      0.1318      1.2197      0.0029     8.111    -0.341    10.497    10.067     9.646
20190110      2458493.0    11288.      1.    5.00E+000      0.2021      1.0787      0.0029     8.132    -0.344    10.422    10.004     9.605
20190124      2458507.0     5185.      1.    5.00E+000      0.8036      0.6858      0.0029     8.064    -0.394     9.935     9.376     8.470
20190125      2458508.0     8917.      1.    5.00E+000      0.7046      0.7793      0.0029     8.204    -0.424    10.261     9.726     9.079
20190126      2458509.0     6911.      1.    5.00E+000      0.5985      0.8688      0.0029     7.958    -0.339    10.222     9.805     9.230
20190127      2458510.0     2522.      1.    5.00E+000      0.4911      0.9503      0.0029     7.799    -0.091     8.770     8.369     8.364
20190128      2458511.0     1819.      1.    5.00E+000      0.3873      1.0296      0.0029     7.666    -0.015     8.369     8.211     8.428
20190129      2458512.0     4301.      1.    5.00E+000      0.2911      1.1326      0.0029     7.781    -0.283     9.943     9.591     9.311
20190130      2458513.0     2453.      1.    5.00E+000      0.2054      1.2485      0.0029     8.294    -0.310     8.019     7.835     7.913
