model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181200      2458452.0      274.      1.    5.00E+000      0.3800      0.6467      0.0029     8.001    -0.243     9.487     9.190     8.911
20181201      2458453.0      108.      1.    5.00E+000      0.2923      0.8118      0.0029     8.744    -0.152     8.364     8.172     8.161
20181202      2458454.0     6579.      1.    5.00E+000      0.1986      0.9916      0.0029     8.246    -0.274     9.620     9.767     9.121
20181203      2458455.0     1840.      1.    5.00E+000      0.1202      1.1528      0.0029     8.176    -0.217     9.174     8.854     8.475
20181204      2458456.0     3191.      1.    5.00E+000      0.0605      1.3376      0.0029     8.841    -0.197     8.750     8.426     8.386
20181205      2458457.0    16068.      1.    5.00E+000      0.0210      1.5201      0.0029     8.350    -0.285    10.694    10.286     9.803
20181206      2458458.0    14694.      1.    5.00E+000      0.0027      1.7054      0.0029     8.303    -0.273    10.666    10.173     9.518
20181207      2458459.0     7561.      1.    5.00E+000      0.0050      1.6713      0.0029     8.078    -0.254    10.441     9.951     9.342
20181208      2458460.0     6331.      1.    5.00E+000      0.0269      1.5381      0.0029     8.584    -0.324     9.506     9.350     8.838
20181209      2458461.0     5132.      1.    5.00E+000      0.0666      1.4127      0.0029     8.186    -0.212     9.847     9.161     8.841
20181210      2458462.0     2440.      1.    5.00E+000      0.1217      1.2868      0.0029     8.229    -0.253     9.062     8.778     8.906
20181211      2458463.0    12130.      1.    5.00E+000      0.1899      1.1663      0.0029     8.337    -0.267    10.607    10.200     9.701
20181212      2458464.0      847.      1.    5.00E+000      0.2689      1.0543      0.0029     8.319    -0.288     9.060     8.695     8.639
20181213      2458465.0       58.      1.    5.00E+000      0.3560      0.9560      0.0029     8.312    -0.245     8.701     8.561     8.602
20181214      2458466.0      550.      0.    5.00E+000      0.4490      0.8748      0.0029     8.300    -0.300     9.095     8.893     8.722
20181215      2458467.0     2855.      1.    5.00E+000      0.5456      0.8005      0.0029     8.415    -0.306     8.079     7.954     7.995
20181216      2458468.0     3198.      1.    5.00E+000      0.6423      0.7208      0.0029     8.192    -0.250     9.567     9.110     8.763
20181217      2458469.0        0.      0.    5.00E+000      0.7360      0.6381      0.0029     8.300    -0.300     8.095     7.900     7.882
20181218      2458470.0     6862.      1.    5.00E+000      0.8227      0.5554      0.0029     8.278    -0.277     9.902     9.599     9.042
20181219      2458471.0     4524.      1.    5.00E+000      0.8974      0.4776      0.0029     8.234    -0.243     9.575     9.103     8.556
20181220      2458472.0      365.      1.    5.00E+000      0.9549      0.4101      0.0029     8.129    -0.139     8.921     8.601     8.190
20181221      2458473.0      919.      1.    5.00E+000      0.9901      0.3594      0.0029     8.204    -0.228     8.895     8.646     8.096
20181222      2458474.0      409.      1.    5.00E+000      0.9987      0.3320      0.0029     8.309    -0.294     7.730     7.569     7.819
20181223      2458475.0     1124.      1.    5.00E+000      0.9787      0.3321      0.0029     8.925    -0.303     8.886     8.804     8.601
20181224      2458476.0     2031.      1.    5.00E+000      0.9307      0.3606      0.0029     8.218    -0.241     8.208     8.006     8.023
20181225      2458477.0     2663.      1.    5.00E+000      0.8580      0.4145      0.0029     8.200    -0.195     9.348     8.776     8.719
20181226      2458478.0     8213.      1.    5.00E+000      0.7661      0.4866      0.0029     8.161    -0.245    10.114     9.819     9.362
20181227      2458479.0     3143.      1.    5.00E+000      0.6616      0.5709      0.0029     8.149    -0.239     9.840     9.158     8.624
20181228      2458480.0     3441.      1.    5.00E+000      0.5508      0.6606      0.0029     7.945    -0.173     8.697     8.514     8.365
20181229      2458481.0     5144.      1.    5.00E+000      0.4405      0.7532      0.0029     8.489    -0.397     9.713     9.746     9.401
20181230      2458482.0     2135.      1.    5.00E+000      0.3357      0.8733      0.0029     7.983    -0.122     9.334     8.935     8.861
20181231      2458483.0     5900.      1.    5.00E+000      0.2503      1.8851      0.0029     8.267    -0.281    10.584    10.072     9.396
