model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181200      2458452.0      274.      1.    5.00E+000      0.3800      0.6467      0.0029     0.036     0.023     0.425     0.454     0.423
20181201      2458453.0      108.      1.    5.00E+000      0.2923      0.8118      0.0029     0.095     0.059     0.446     0.375     0.486
20181202      2458454.0     6579.      1.    5.00E+000      0.1986      0.9916      0.0029     0.006     0.003     0.436     0.417     0.737
20181203      2458455.0     1840.      1.    5.00E+000      0.1202      1.1528      0.0029     0.013     0.007     0.600     0.722     0.812
20181204      2458456.0     3191.      1.    5.00E+000      0.0605      1.3376      0.0029     0.016     0.010     1.163     0.889     0.809
20181205      2458457.0    16068.      1.    5.00E+000      0.0210      1.5201      0.0029     0.003     0.002     0.239     0.329     0.366
20181206      2458458.0    14694.      1.    5.00E+000      0.0027      1.7054      0.0029     0.003     0.002     0.251     0.297     0.422
20181207      2458459.0     7561.      1.    5.00E+000      0.0050      1.6713      0.0029     0.005     0.003     0.280     0.356     0.497
20181208      2458460.0     6331.      1.    5.00E+000      0.0269      1.5381      0.0029     0.008     0.005     1.210     1.170     0.972
20181209      2458461.0     5132.      1.    5.00E+000      0.0666      1.4127      0.0029     0.007     0.004     1.220     1.073     0.767
20181210      2458462.0     2440.      1.    5.00E+000      0.1217      1.2868      0.0029     0.008     0.005     0.865     0.756     0.585
20181211      2458463.0    12130.      1.    5.00E+000      0.1899      1.1663      0.0029     0.004     0.002     0.828     0.890     0.667
20181212      2458464.0      847.      1.    5.00E+000      0.2689      1.0543      0.0029     0.023     0.013     0.648     0.585     0.524
20181213      2458465.0       58.      1.    5.00E+000      0.3560      0.9560      0.0029     0.127     0.075     0.529     0.479     0.370
20181214      2458466.0      550.      0.    5.00E+000      0.4490      0.8748      0.0029     0.000     0.000     0.693     0.619     0.517
20181215      2458467.0     2855.      1.    5.00E+000      0.5456      0.8005      0.0029     0.010     0.005     1.400     1.182     0.949
20181216      2458468.0     3198.      1.    5.00E+000      0.6423      0.7208      0.0029     0.007     0.004     0.836     0.767     0.682
20181217      2458469.0        0.      0.    5.00E+000      0.7360      0.6381      0.0029     0.000     0.000     0.370     0.364     0.574
20181218      2458470.0     6862.      1.    5.00E+000      0.8227      0.5554      0.0029     0.005     0.003     0.613     0.672     0.560
20181219      2458471.0     4524.      1.    5.00E+000      0.8974      0.4776      0.0029     0.006     0.003     0.710     0.716     0.663
20181220      2458472.0      365.      1.    5.00E+000      0.9549      0.4101      0.0029     0.027     0.015     0.604     0.586     0.497
20181221      2458473.0      919.      1.    5.00E+000      0.9901      0.3594      0.0029     0.015     0.007     0.879     0.787     0.584
20181222      2458474.0      409.      1.    5.00E+000      0.9987      0.3320      0.0029     0.025     0.016     1.050     0.916     0.648
20181223      2458475.0     1124.      1.    5.00E+000      0.9787      0.3321      0.0029     0.023     0.013     0.982     0.701     0.475
20181224      2458476.0     2031.      1.    5.00E+000      0.9307      0.3606      0.0029     0.010     0.006     1.166     1.016     0.704
20181225      2458477.0     2663.      1.    5.00E+000      0.8580      0.4145      0.0029     0.009     0.005     0.948     0.870     0.767
20181226      2458478.0     8213.      1.    5.00E+000      0.7661      0.4866      0.0029     0.004     0.002     0.548     0.632     0.698
20181227      2458479.0     3143.      1.    5.00E+000      0.6616      0.5709      0.0029     0.007     0.003     0.976     0.890     0.760
20181228      2458480.0     3441.      1.    5.00E+000      0.5508      0.6606      0.0029     0.008     0.005     1.054     0.941     0.703
20181229      2458481.0     5144.      1.    5.00E+000      0.4405      0.7532      0.0029     0.010     0.005     0.415     0.433     0.659
20181230      2458482.0     2135.      1.    5.00E+000      0.3357      0.8733      0.0029     0.010     0.005     0.815     0.752     0.754
20181231      2458483.0     5900.      1.    5.00E+000      0.2503      1.8851      0.0029     0.005     0.003     0.911     0.860     0.743
