model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -2.756545E-004      2.278369E-005      1.991461E-005      3.486280E-005      9.705946E-005      1.802033E-005
           0.087266                NaN                NaN                NaN     -3.159838E-005      3.737077E-005      1.814663E-005
           0.174533                NaN                NaN                NaN     -1.406407E-004      2.784633E-005      1.847431E-005
           0.261799                NaN                NaN                NaN     -2.370977E-004      2.081205E-005      1.902776E-005
           0.349066     -1.942922E-004      2.295257E-005      1.920533E-005     -2.347453E-004      1.889403E-005      1.974676E-005
           0.436332                NaN                NaN                NaN     -1.758406E-004      1.886977E-005      2.055847E-005
           0.523599                NaN                NaN                NaN     -9.021632E-005      1.734384E-005      2.138077E-005
           0.610865                NaN                NaN                NaN      6.632310E-005      1.618951E-005      2.212494E-005
           0.698132     -9.609100E-005      2.110863E-005      1.826819E-005      1.790276E-004      1.613585E-005      2.269995E-005
           0.785398                NaN                NaN                NaN      2.278621E-004      1.626115E-005      2.302270E-005
           0.872665                NaN                NaN                NaN      1.698958E-004      1.662389E-005      2.304240E-005
           0.959931                NaN                NaN                NaN      3.826512E-005      1.737828E-005      2.279335E-005
           1.047198      6.636440E-005      1.679847E-005      1.743696E-005     -2.625696E-004      2.001366E-005      2.249724E-005
           1.134464                NaN                NaN                NaN     -4.883672E-004      2.438157E-005      2.271760E-005
           1.221731                NaN                NaN                NaN     -1.813191E-004      3.186075E-005      2.444308E-005
           1.308997                NaN                NaN                NaN      1.210785E-003      5.084205E-005      2.879513E-005
           1.396263      1.823584E-004      1.746291E-005      1.694943E-005      3.014233E-003      1.361715E-004      3.645338E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      4.752338E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      6.185330E-005
           1.745329      1.695619E-004      1.858799E-005      1.689605E-005                NaN                NaN                NaN
           2.094395      1.379149E-004      1.735451E-005      1.761264E-005                NaN                NaN                NaN
           2.443461      3.008336E-005      1.462727E-005      1.856062E-005                NaN                NaN                NaN
           2.792527     -7.584703E-005      1.506574E-005      1.922378E-005                NaN                NaN                NaN
           3.141593     -1.782896E-004      1.601347E-005      1.920982E-005                NaN                NaN                NaN
           3.490659     -2.368424E-004      1.742811E-005      1.857765E-005                NaN                NaN                NaN
           3.839725     -1.428781E-004      1.796483E-005      1.763365E-005                NaN                NaN                NaN
           4.188790     -2.060944E-005      1.563678E-005      1.694675E-005                NaN                NaN                NaN
           4.537856      1.404411E-004      1.594279E-005      1.660670E-005                NaN                NaN                NaN
           4.886922      2.503759E-004      1.536747E-005      1.686558E-005                NaN                NaN                NaN
           5.235988      1.481887E-004      1.691569E-005      1.785140E-005                NaN                NaN                NaN
           5.585054     -6.200502E-005      1.684662E-005      1.910191E-005                NaN                NaN                NaN
           5.934120     -2.813444E-004      1.760905E-005      2.001383E-005                NaN                NaN                NaN
           6.283185     -2.756545E-004      2.278369E-005      1.991461E-005                NaN                NaN                NaN
