model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n                 a0                 xo                 yo                 xz                 yz                  v                  s                  d                  j                phi
     [/]            [/]       [/]              [rad]               [px]               [px]               [px]               [px]           [rad/px]              [rad]             [1/px]                [/]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 
20181101      2458423.0     3273.     -2.237069E-001      4.855209E+002      6.665555E+002      4.798469E+002      6.669753E+002      2.898509E-003      3.113442E-003      8.858022E-003      1.082756E-003      3.302363E+000
20181102      2458424.0      667.     -2.239343E-001      4.846949E+002      6.658337E+002      4.801636E+002      6.673929E+002      2.906345E-003      2.652499E-003      9.192474E-003      7.098294E-004      3.387868E+000
20181103      2458425.0      142.     -2.263651E-001      4.770294E+002      6.643337E+002      4.784681E+002      6.629573E+002      2.720182E-003      3.518835E-002      4.458023E-003      1.593885E-003      3.634844E+000
20181104      2458426.0     2041.     -2.224038E-001      4.837537E+002      6.651470E+002      4.800163E+002      6.672075E+002      2.895432E-003      3.472870E-003      8.624143E-003      1.039221E-003      2.712393E+000
20181105      2458427.0     3470.     -2.237869E-001      4.856311E+002      6.665829E+002      4.800657E+002      6.671553E+002      2.906628E-003      2.496306E-003      9.349232E-003      8.640403E-004      3.236018E+000
20181106      2458428.0     1003.     -2.238428E-001      4.856947E+002      6.663294E+002      4.800884E+002      6.672145E+002      2.901101E-003      2.959955E-003      8.951457E-003      6.991586E-004      3.130155E+000
20181107      2458429.0    14343.     -2.238619E-001      4.857163E+002      6.664560E+002      4.801408E+002      6.672033E+002      2.905272E-003      2.587388E-003      9.269577E-003      9.117355E-004      3.284405E+000
20181108      2458430.0    21871.     -2.238701E-001      4.857496E+002      6.664578E+002      4.801432E+002      6.672291E+002      2.909077E-003      2.295061E-003      9.542567E-003      9.122665E-004      3.231207E+000
20181109      2458431.0    20877.     -2.238565E-001      4.857007E+002      6.664803E+002      4.801894E+002      6.672064E+002      2.908426E-003      2.337433E-003      9.499653E-003      9.489855E-004      3.240195E+000
20181110      2458432.0     7957.     -2.238533E-001      4.856741E+002      6.665552E+002      4.801946E+002      6.671783E+002      2.911435E-003      2.178597E-003      9.645364E-003      9.813593E-004      3.212979E+000
20181111      2458433.0    19486.     -2.238574E-001      4.857155E+002      6.664922E+002      4.802070E+002      6.672182E+002      2.909040E-003      2.295306E-003      9.541193E-003      9.319454E-004      3.237109E+000
20181112      2458434.0    17227.     -2.238658E-001      4.857325E+002      6.664756E+002      4.802179E+002      6.672190E+002      2.906699E-003      2.469188E-003      9.375340E-003      9.719320E-004      3.258314E+000
20181113      2458435.0     5478.     -2.238029E-001      4.857441E+002      6.664982E+002      4.802061E+002      6.672873E+002      2.901035E-003      2.951047E-003      8.965724E-003      8.743567E-004      3.344624E+000
20181114      2458436.0     4077.     -2.184724E-001      4.801772E+002      6.661964E+002      4.794599E+002      6.683019E+002      2.876916E-003      4.279861E-003      8.218315E-003      1.274107E-003      5.754330E+000
20181115      2458437.0     1828.     -2.237771E-001      4.854894E+002      6.668271E+002      4.802900E+002      6.671536E+002      2.894660E-003      3.421394E-003      8.659707E-003      1.427311E-003      3.112852E+000
20181116      2458438.0     1088.     -2.234561E-001      4.848375E+002      6.669214E+002      4.803386E+002      6.672244E+002      2.902541E-003      2.810193E-003      9.081868E-003      1.082467E-003      3.853877E+000
20181117      2458439.0     1755.     -2.238481E-001      4.855750E+002      6.663381E+002      4.803445E+002      6.672284E+002      2.900271E-003      2.993403E-003      8.933398E-003      7.002147E-004      3.370476E+000
20181118      2458440.0     3151.     -2.238404E-001      4.856967E+002      6.664788E+002      4.803227E+002      6.672299E+002      2.904966E-003      2.634678E-003      9.221812E-003      9.397486E-004      3.301395E+000
20181120      2458442.0       85.     -2.236774E-001      4.850748E+002      6.657814E+002      4.805219E+002      6.674221E+002      2.862155E-003      7.538603E-003      6.929102E-003      6.741887E-004      3.971835E+000
20181121      2458443.0       39.     -2.222573E-001      4.854399E+002      6.681580E+002      4.798584E+002      6.673161E+002      2.869359E-003      4.759300E-003      8.104349E-003      1.298068E-003      7.794375E-001
20181122      2458444.0      252.     -2.208412E-001      4.820658E+002      6.639733E+002      4.769567E+002      6.678564E+002      2.778063E-003      1.222980E-002      6.574035E-003      5.041612E-003      4.034658E+000
20181124      2458446.0      681.     -2.239477E-001      4.853055E+002      6.664922E+002      4.804281E+002      6.673489E+002      2.899909E-003      2.980278E-003      8.953422E-003      1.197478E-003      3.477800E+000
20181125      2458447.0       46.     -2.227266E-001      4.831942E+002      6.690907E+002      4.819067E+002      6.663312E+002      2.903816E-003      3.048037E-003      9.017686E-003      2.495341E-003      3.746742E+000
20181126      2458448.0     8446.     -2.238812E-001      4.856277E+002      6.664211E+002      4.803855E+002      6.674000E+002      2.909211E-003      2.289785E-003      9.545851E-003      9.240306E-004      3.323778E+000
20181128      2458450.0    14460.     -2.238794E-001      4.857107E+002      6.664283E+002      4.803835E+002      6.674286E+002      2.908923E-003      2.319172E-003      9.516365E-003      9.559699E-004      3.256516E+000
20181129      2458451.0     7186.     -2.239099E-001      4.856997E+002      6.664605E+002      4.803683E+002      6.674969E+002      2.907895E-003      2.390433E-003      9.447603E-003      9.101410E-004      3.238103E+000
