model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180900      2458361.0        0.      0.    5.00E+000      0.7144      0.5810      0.0029     8.300    -0.300     9.232     9.125     9.042
20180901      2458362.0      643.      0.    5.00E+000      0.6251      0.5338      0.0029     8.300    -0.300     9.949     9.665     9.342
20180902      2458363.0      672.      1.    5.00E+000      0.5171      0.5642      0.0029     8.306    -0.298    10.191     9.809     9.367
20180903      2458364.0     5203.      1.    5.00E+000      0.4055      0.6702      0.0029     8.325    -0.288    10.927    10.391     9.799
20180904      2458365.0    11813.      1.    5.00E+000      0.2956      0.7947      0.0029     8.334    -0.291    11.171    10.715    10.098
20180905      2458366.0    10726.      1.    5.00E+000      0.1951      0.9774      0.0029     8.354    -0.337    11.151    10.696    10.053
20180906      2458367.0     4127.      1.    5.00E+000      0.1098      1.1802      0.0029     8.204    -0.362    10.735    10.339     9.809
20180907      2458368.0     2027.      1.    5.00E+000      0.0464      1.3938      0.0029     8.798    -0.195    11.011    10.389     9.714
20180908      2458369.0     8667.      1.    5.00E+000      0.0097      1.5933      0.0029     8.406    -0.336    10.488    10.509     9.992
20180909      2458370.0     3805.      1.    5.00E+000      0.0019      1.7116      0.0029     8.098    -0.187    10.479    10.131     9.572
20180910      2458371.0     8688.      1.    5.00E+000      0.0223      1.5763      0.0029     8.396    -0.409    10.722    10.397     9.856
20180911      2458372.0     8568.      1.    5.00E+000      0.0681      1.4941      0.0029     8.370    -0.373    10.686    10.366     9.894
20180912      2458373.0     1582.      1.    5.00E+000      0.1343      1.4103      0.0029     7.854    -0.101    10.211     9.805     9.280
20180913      2458374.0     7189.      1.    5.00E+000      0.2160      1.3348      0.0029     8.302    -0.335    10.688    10.387     9.877
20180914      2458375.0     4238.      1.    5.00E+000      0.3072      1.2684      0.0029     8.337    -0.458    10.530    10.143     9.559
20180915      2458376.0     6015.      1.    5.00E+000      0.4032      1.1992      0.0029     8.152    -0.228    10.540    10.234     9.670
20180916      2458377.0     3735.      1.    5.00E+000      0.5008      1.1649      0.0029     7.853    -0.128    10.418    10.059     9.496
20180917      2458378.0      783.      1.    5.00E+000      0.5964      1.1459      0.0029     8.100    -0.441     9.992     9.701     9.265
20180918      2458379.0     5916.      1.    5.00E+000      0.6872      1.1398      0.0029     8.354    -0.522    10.549    10.208     9.671
20180919      2458380.0     6414.      1.    5.00E+000      0.7708      1.1245      0.0029     8.276    -0.387    10.315    10.124     9.591
20180920      2458381.0     6528.      1.    5.00E+000      0.8446      1.0930      0.0029     8.335    -0.370    10.247     9.975     9.503
20180921      2458382.0     3768.      1.    5.00E+000      0.9069      1.0469      0.0029     8.247    -0.379     9.952     9.688     9.192
20180922      2458383.0     3120.      1.    5.00E+000      0.9546      0.9878      0.0029     8.362    -0.460     9.716     9.446     8.908
20180923      2458384.0     4482.      1.    5.00E+000      0.9857      0.9187      0.0029     8.377    -0.334     9.850     9.513     9.074
20180924      2458385.0     3764.      1.    5.00E+000      0.9983      0.8421      0.0029     8.219    -0.205     9.720     9.364     8.831
20180925      2458386.0     1117.      1.    5.00E+000      0.9908      0.7610      0.0029     8.113    -0.065     8.405     8.287     8.216
20180926      2458387.0     2977.      1.    5.00E+000      0.9627      0.6795      0.0029     8.182    -0.201     9.683     9.326     8.782
20180927      2458388.0     4952.      1.    5.00E+000      0.9139      0.6009      0.0029     8.265    -0.267     9.800     9.641     9.191
20180928      2458389.0     5158.      1.    5.00E+000      0.8454      0.5302      0.0029     8.300    -0.300     9.901     9.722     9.321
20180929      2458390.0     4369.      1.    5.00E+000      0.7597      0.4719      0.0029     8.088    -0.114    10.041     9.784     9.355
