model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000     -1.074708E-004      1.113529E-005      1.888343E-005      1.076088E-004      4.516194E-005      1.513646E-005
           0.087266                NaN                NaN                NaN      9.559649E-005      1.983469E-005      1.509799E-005
           0.174533                NaN                NaN                NaN     -8.598634E-006      1.498455E-005      1.534078E-005
           0.261799                NaN                NaN                NaN     -1.248572E-004      1.229334E-005      1.583488E-005
           0.349066     -5.785309E-005      1.415565E-005      1.834455E-005     -1.546067E-004      1.147601E-005      1.650863E-005
           0.436332                NaN                NaN                NaN     -8.916378E-005      1.146997E-005      1.727787E-005
           0.523599                NaN                NaN                NaN      2.281420E-005      1.176315E-005      1.805294E-005
           0.610865                NaN                NaN                NaN      1.132692E-004      1.235369E-005      1.874479E-005
           0.698132      6.286500E-005      1.067024E-005      1.727984E-005      1.549022E-004      1.345424E-005      1.927376E-005
           0.785398                NaN                NaN                NaN      1.291229E-004      1.310201E-005      1.958835E-005
           0.872665                NaN                NaN                NaN      3.474883E-005      1.647644E-005      1.970582E-005
           0.959931                NaN                NaN                NaN     -1.020893E-004      1.963219E-005      1.979145E-005
           1.047198      1.764955E-004      1.029454E-005      1.631067E-005     -4.253609E-004      2.396466E-005      2.028124E-005
           1.134464                NaN                NaN                NaN     -5.142116E-004      2.945602E-005      2.196717E-005
           1.221731                NaN                NaN                NaN     -3.252104E-005      4.006983E-005      2.582295E-005
           1.308997                NaN                NaN                NaN      1.669987E-003      6.084162E-005      3.256654E-005
           1.396263      1.271619E-004      1.146548E-005      1.564810E-005      4.331571E-003      1.802945E-004      4.246700E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      5.553266E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      7.170302E-005
           1.745329     -5.790131E-005      1.312475E-005      1.612721E-005                NaN                NaN                NaN
           2.094395     -3.215388E-004      1.672726E-005      1.729843E-005                NaN                NaN                NaN
           2.443461     -3.823629E-004      2.255523E-005      1.855452E-005                NaN                NaN                NaN
           2.792527     -2.548900E-004      2.086657E-005      1.933916E-005                NaN                NaN                NaN
           3.141593     -7.881237E-005      1.644562E-005      1.945441E-005                NaN                NaN                NaN
           3.490659      5.882399E-005      1.551707E-005      1.907394E-005                NaN                NaN                NaN
           3.839725      7.132960E-005      1.498127E-005      1.797035E-005                NaN                NaN                NaN
           4.188790      9.984884E-005      1.280613E-005      1.681569E-005                NaN                NaN                NaN
           4.537856      1.327720E-004      1.053506E-005      1.587599E-005                NaN                NaN                NaN
           4.886922      1.389599E-004      9.732445E-006      1.606067E-005                NaN                NaN                NaN
           5.235988      3.561062E-005      1.169931E-005      1.708941E-005                NaN                NaN                NaN
           5.585054     -1.280126E-004      9.335450E-006      1.826614E-005                NaN                NaN                NaN
           5.934120     -2.214668E-004      9.592950E-006      1.890262E-005                NaN                NaN                NaN
           6.283185     -1.074708E-004      1.113529E-005      1.888343E-005                NaN                NaN                NaN
