model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180900      2458361.0        0.      0.    5.00E+000      0.7144      0.5810      0.0029     0.000     0.000     0.297     0.591     0.546
20180901      2458362.0      643.      0.    5.00E+000      0.6251      0.5338      0.0029     0.000     0.000     0.549     0.450     0.539
20180902      2458363.0      672.      1.    5.00E+000      0.5171      0.5642      0.0029     0.023     0.012     0.468     0.474     0.619
20180903      2458364.0     5203.      1.    5.00E+000      0.4055      0.6702      0.0029     0.009     0.005     0.339     0.384     0.778
20180904      2458365.0    11813.      1.    5.00E+000      0.2956      0.7947      0.0029     0.004     0.002     0.339     0.401     0.752
20180905      2458366.0    10726.      1.    5.00E+000      0.1951      0.9774      0.0029     0.004     0.003     0.372     0.421     0.797
20180906      2458367.0     4127.      1.    5.00E+000      0.1098      1.1802      0.0029     0.010     0.007     0.269     0.302     0.673
20180907      2458368.0     2027.      1.    5.00E+000      0.0464      1.3938      0.0029     0.015     0.006     0.537     0.453     0.811
20180908      2458369.0     8667.      1.    5.00E+000      0.0097      1.5933      0.0029     0.004     0.002     0.284     0.324     0.768
20180909      2458370.0     3805.      1.    5.00E+000      0.0019      1.7116      0.0029     0.010     0.007     0.259     0.272     0.611
20180910      2458371.0     8688.      1.    5.00E+000      0.0223      1.5763      0.0029     0.005     0.003     0.190     0.266     0.695
20180911      2458372.0     8568.      1.    5.00E+000      0.0681      1.4941      0.0029     0.005     0.003     0.199     0.270     0.753
20180912      2458373.0     1582.      1.    5.00E+000      0.1343      1.4103      0.0029     0.017     0.013     0.301     0.332     0.605
20180913      2458374.0     7189.      1.    5.00E+000      0.2160      1.3348      0.0029     0.005     0.003     0.384     0.426     0.749
20180914      2458375.0     4238.      1.    5.00E+000      0.3072      1.2684      0.0029     0.007     0.004     0.290     0.372     0.701
20180915      2458376.0     6015.      1.    5.00E+000      0.4032      1.1992      0.0029     0.005     0.002     0.737     0.722     0.921
20180916      2458377.0     3735.      1.    5.00E+000      0.5008      1.1649      0.0029     0.006     0.004     0.254     0.320     0.681
20180917      2458378.0      783.      1.    5.00E+000      0.5964      1.1459      0.0029     0.023     0.017     1.070     0.974     0.939
20180918      2458379.0     5916.      1.    5.00E+000      0.6872      1.1398      0.0029     0.006     0.004     0.261     0.395     0.758
20180919      2458380.0     6414.      1.    5.00E+000      0.7708      1.1245      0.0029     0.005     0.003     0.248     0.417     0.792
20180920      2458381.0     6528.      1.    5.00E+000      0.8446      1.0930      0.0029     0.005     0.003     0.263     0.437     0.780
20180921      2458382.0     3768.      1.    5.00E+000      0.9069      1.0469      0.0029     0.007     0.005     0.350     0.525     0.743
20180922      2458383.0     3120.      1.    5.00E+000      0.9546      0.9878      0.0029     0.007     0.005     0.540     0.639     0.747
20180923      2458384.0     4482.      1.    5.00E+000      0.9857      0.9187      0.0029     0.005     0.003     0.224     0.468     0.675
20180924      2458385.0     3764.      1.    5.00E+000      0.9983      0.8421      0.0029     0.008     0.005     0.297     0.604     0.860
20180925      2458386.0     1117.      1.    5.00E+000      0.9908      0.7610      0.0029     0.014     0.009     0.855     0.760     0.641
20180926      2458387.0     2977.      1.    5.00E+000      0.9627      0.6795      0.0029     0.010     0.006     0.472     0.739     0.733
20180927      2458388.0     4952.      1.    5.00E+000      0.9139      0.6009      0.0029     0.006     0.004     0.327     0.641     0.741
20180928      2458389.0     5158.      1.    5.00E+000      0.8454      0.5302      0.0029     0.006     0.004     0.296     0.500     0.751
20180929      2458390.0     4369.      1.    5.00E+000      0.7597      0.4719      0.0029     0.008     0.005     0.418     0.521     0.938
