model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20181000      2458391.0      452.      1.    5.00E+000      0.6465      0.4281      0.0029     0.027     0.014     1.648     1.468     1.050
20181001      2458392.0     4674.      1.    5.00E+000      0.5505      0.4394      0.0029     0.005     0.002     1.198     0.911     0.480
20181002      2458393.0    13612.      1.    5.00E+000      0.4371      0.5486      0.0029     0.003     0.002     0.153     0.202     0.235
20181003      2458394.0    10040.      1.    5.00E+000      0.3253      0.6913      0.0029     0.003     0.002     0.251     0.308     0.353
20181004      2458395.0     7043.      1.    5.00E+000      0.2219      0.8861      0.0029     0.004     0.003     0.204     0.246     0.299
20181005      2458396.0        0.      0.    5.00E+000      0.1334      1.0935      0.0029     0.000     0.000     0.321     0.315     0.433
20181006      2458397.0    11430.      1.    5.00E+000      0.0648      1.3111      0.0029     0.003     0.002     0.297     0.371     0.403
20181007      2458398.0      186.      1.    5.00E+000      0.0204      1.5236      0.0029     0.031     0.023     0.839     0.608     0.330
20181008      2458399.0    12566.      1.    5.00E+000      0.0024      1.7293      0.0029     0.003     0.002     0.243     0.268     0.293
20181009      2458400.0      298.      1.    5.00E+000      0.0107      1.6153      0.0029     0.028     0.021     0.917     0.748     0.411
20181010      2458401.0        0.      0.    5.00E+000      0.0428      1.5148      0.0029     0.000     0.000     0.265     0.253     0.321
20181011      2458402.0        0.      0.    5.00E+000      0.0957      1.4289      0.0029     0.000     0.000     1.243     1.066     0.745
20181012      2458403.0    15690.      1.    5.00E+000      0.1647      1.3511      0.0029     0.003     0.002     0.288     0.329     0.411
20181013      2458404.0      667.      0.    5.00E+000      0.2455      1.2793      0.0029     0.000     0.000     1.079     0.867     0.542
20181014      2458405.0        0.      0.    5.00E+000      0.3343      1.2194      0.0029     0.000     0.000     0.947     0.705     0.381
20181015      2458406.0        0.      0.    5.00E+000      0.4275      1.1711      0.0029     0.000     0.000     0.610     0.519     0.325
20181016      2458407.0        0.      0.    5.00E+000      0.5217      1.1344      0.0029     0.000     0.000     0.178     0.165     0.234
20181017      2458408.0        0.      0.    5.00E+000      0.6150      1.1084      0.0029     0.000     0.000     0.324     0.331     0.275
20181018      2458409.0    11020.      1.    5.00E+000      0.7042      1.0673      0.0029     0.004     0.002     0.268     0.339     0.454
20181019      2458410.0     5461.      1.    5.00E+000      0.7868      1.0126      0.0029     0.005     0.003     0.171     0.313     0.408
20181020      2458411.0     7009.      1.    5.00E+000      0.8602      0.9469      0.0029     0.004     0.002     0.513     0.668     0.711
20181021      2458412.0        0.      0.    5.00E+000      0.9208      0.8719      0.0029     0.000     0.000     0.350     0.347     0.412
20181022      2458413.0     6056.      1.    5.00E+000      0.9657      0.7910      0.0029     0.004     0.003     0.290     0.593     0.526
20181023      2458414.0     6330.      1.    5.00E+000      0.9919      0.7074      0.0029     0.005     0.003     0.235     0.654     0.459
20181024      2458415.0     3450.      1.    5.00E+000      0.9970      0.6250      0.0029     0.007     0.004     0.355     0.742     0.547
20181025      2458416.0      386.      1.    5.00E+000      0.9792      0.5485      0.0029     0.021     0.015     1.052     0.869     0.524
20181026      2458417.0        0.      0.    5.00E+000      0.9380      0.4834      0.0029     0.000     0.000     0.483     0.373     0.226
20181027      2458418.0        0.      0.    5.00E+000      0.8746      0.4351      0.0029     0.000     0.000     0.916     0.891     0.849
20181028      2458419.0        0.      0.    5.00E+000      0.7915      0.4080      0.0029     0.000     0.000     0.936     0.865     0.768
20181029      2458420.0        0.      0.    5.00E+000      0.6925      0.4055      0.0029     0.000     0.000     0.708     0.724     0.726
20181030      2458421.0      900.      1.    5.00E+000      0.5838      0.4284      0.0029     0.016     0.010     1.012     0.872     0.549
