model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20200100      2458848.0     6747.      1.    5.00E+000      0.3104      2.0834      0.0029     0.005     0.002     0.226     0.291     0.383
20200101      2458849.0    13913.      1.    5.00E+000      0.3869      0.9022      0.0029     0.004     0.002     0.324     0.405     0.587
20200102      2458850.0     3807.      1.    5.00E+000      0.4802      0.8145      0.0029     0.008     0.004     0.378     0.561     0.657
20200103      2458851.0     1588.      1.    5.00E+000      0.5748      0.7308      0.0029     0.014     0.006     1.649     1.259     0.811
20200104      2458852.0    15305.      1.    5.00E+000      0.6679      0.6479      0.0029     0.003     0.001     0.604     0.787     0.692
20200105      2458853.0    12968.      1.    5.00E+000      0.7566      0.5686      0.0029     0.003     0.001     0.702     0.851     0.722
20200106      2458854.0      904.      1.    5.00E+000      0.8372      0.4965      0.0029     0.012     0.006     0.842     0.957     0.800
20200107      2458855.0       30.      1.    5.00E+000      0.9061      0.4363      0.0029     0.140     0.066     0.917     0.880     0.740
20200108      2458856.0     5147.      1.    5.00E+000      0.9588      0.3934      0.0029     0.005     0.002     0.622     0.661     0.467
20200109      2458857.0      156.      1.    5.00E+000      0.9910      0.3729      0.0029     0.040     0.012     0.945     0.783     0.676
20200110      2458858.0        0.      0.    5.00E+000      0.9992      0.3794      0.0029     0.000     0.000     0.936     0.848     0.655
20200111      2458859.0     2109.      1.    5.00E+000      0.9811      0.4135      0.0029     0.008     0.004     0.463     0.794     0.517
20200112      2458860.0     4237.      1.    5.00E+000      0.9368      0.4729      0.0029     0.010     0.005     1.008     1.023     0.594
20200113      2458861.0      365.      1.    5.00E+000      0.8682      0.5528      0.0029     0.032     0.011     0.738     0.594     0.613
20200114      2458862.0        0.      0.    5.00E+000      0.7795      0.6463      0.0029     0.000     0.000     0.599     0.528     0.775
20200115      2458863.0      558.      1.    5.00E+000      0.6764      0.7462      0.0029     0.023     0.011     0.597     0.488     0.556
20200116      2458864.0        0.      0.    5.00E+000      0.5651      0.8466      0.0029     0.000     0.000     1.362     0.934     0.926
20200117      2458865.0        0.      0.    5.00E+000      0.4516      0.9418      0.0029     0.000     0.000     0.937     0.795     0.925
20200118      2458866.0     1818.      1.    5.00E+000      0.3426      1.0464      0.0029     0.011     0.005     0.935     0.720     0.687
20200119      2458867.0     3884.      1.    5.00E+000      0.2429      1.1681      0.0029     0.008     0.005     0.304     0.532     0.666
20200120      2458868.0    12594.      1.    5.00E+000      0.1569      1.3004      0.0029     0.003     0.002     0.513     0.475     0.620
20200121      2458869.0     1389.      1.    5.00E+000      0.0878      1.4342      0.0029     0.014     0.008     0.482     0.477     0.605
20200122      2458870.0     4546.      1.    5.00E+000      0.0381      1.5656      0.0029     0.006     0.003     0.537     0.493     0.681
20200123      2458871.0     3661.      1.    5.00E+000      0.0090      1.7010      0.0029     0.006     0.003     0.479     0.567     0.745
20200124      2458872.0        0.      0.    5.00E+000      0.0007      1.8028      0.0029     0.000     0.000     0.327     0.575     0.894
20200125      2458873.0        0.      0.    5.00E+000      0.0125      1.6084      0.0029     0.000     0.000     1.142     1.168     1.132
20200126      2458874.0        0.      0.    5.00E+000      0.0430      1.4852      0.0029     0.000     0.000     1.660     1.456     1.349
20200127      2458875.0        0.      0.    5.00E+000      0.0898      1.3197      0.0029     0.000     0.000     0.931     0.697     0.595
20200128      2458876.0     8484.      1.    5.00E+000      0.1512      1.1580      0.0029     0.005     0.002     0.778     0.698     0.664
20200129      2458877.0    10145.      1.    5.00E+000      0.2245      0.9987      0.0029     0.004     0.002     0.404     0.414     0.599
20200130      2458878.0     2449.      0.    5.00E+000      0.3075      0.8506      0.0029     0.000     0.000     1.082     0.910     0.695
20200131      2458879.0        0.      0.    5.00E+000      0.3865      0.7151      0.0029     0.000     0.000     0.236     0.384     0.617
