model = proj_rotz_exp1_asym
-------------------------------------------------------------------------------------------------------------------------------------
             angle     bias_az*sin(zd)     std_az*sin(zd)     int_az*sin(zd)            bias_zd             std_zd             int_zd
              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]              [rad]
-------------------------------------------------------------------------------------------------------------------------------------
 
           0.000000      4.616650E-006      1.459030E-005      2.042449E-005     -2.090776E-005      1.064345E-004      2.105337E-005
           0.087266                NaN                NaN                NaN     -2.298652E-004      3.024175E-005      2.113274E-005
           0.174533                NaN                NaN                NaN     -4.020075E-004      2.464027E-005      2.132205E-005
           0.261799                NaN                NaN                NaN     -3.983607E-004      1.981343E-005      2.175125E-005
           0.349066     -4.639343E-005      1.310884E-005      2.076760E-005     -3.777256E-004      1.830954E-005      2.236188E-005
           0.436332                NaN                NaN                NaN     -2.797506E-004      1.758361E-005      2.307990E-005
           0.523599                NaN                NaN                NaN     -1.103574E-004      1.781557E-005      2.381778E-005
           0.610865                NaN                NaN                NaN      4.704470E-005      1.692064E-005      2.447667E-005
           0.698132     -1.227617E-004      1.146797E-005      2.046628E-005      2.223852E-004      1.493900E-005      2.494974E-005
           0.785398                NaN                NaN                NaN      2.699979E-004      1.432361E-005      2.513060E-005
           0.872665                NaN                NaN                NaN      2.782459E-004      1.650774E-005      2.493388E-005
           0.959931                NaN                NaN                NaN      1.186479E-004      1.717045E-005      2.434242E-005
           1.047198     -1.369231E-004      1.357184E-005      1.967529E-005     -1.983286E-004      1.876656E-005      2.350709E-005
           1.134464                NaN                NaN                NaN     -4.966308E-004      2.177724E-005      2.292913E-005
           1.221731                NaN                NaN                NaN     -2.568933E-004      2.888283E-005      2.365602E-005
           1.308997                NaN                NaN                NaN      1.086109E-003      4.323782E-005      2.708518E-005
           1.396263     -3.834381E-005      1.495550E-005      1.913393E-005      2.065058E-003      1.255195E-004      3.415068E-005
           1.483530                NaN                NaN                NaN                NaN                NaN      4.495241E-005
           1.570796                NaN                NaN                NaN                NaN                NaN      5.921273E-005
           1.745329      6.439830E-005      1.542832E-005      1.865940E-005                NaN                NaN                NaN
           2.094395      1.226481E-004      1.776714E-005      1.907242E-005                NaN                NaN                NaN
           2.443461      9.060622E-005      1.816419E-005      1.997368E-005                NaN                NaN                NaN
           2.792527      4.137557E-005      1.715471E-005      2.122783E-005                NaN                NaN                NaN
           3.141593     -2.856255E-005      1.814042E-005      2.187004E-005                NaN                NaN                NaN
           3.490659     -7.167883E-005      2.208333E-005      2.225037E-005                NaN                NaN                NaN
           3.839725     -1.101140E-004      2.427321E-005      2.185762E-005                NaN                NaN                NaN
           4.188790     -1.492937E-004      1.925925E-005      2.081740E-005                NaN                NaN                NaN
           4.537856     -1.203037E-004      1.685385E-005      1.986814E-005                NaN                NaN                NaN
           4.886922      5.167349E-005      1.689622E-005      1.881393E-005                NaN                NaN                NaN
           5.235988      1.705894E-004      1.549297E-005      1.859555E-005                NaN                NaN                NaN
           5.585054      1.938325E-004      1.408770E-005      1.897287E-005                NaN                NaN                NaN
           5.934120      8.911208E-005      2.007434E-005      1.991532E-005                NaN                NaN                NaN
           6.283185      4.616650E-006      1.459030E-005      2.042449E-005                NaN                NaN                NaN
