model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180600      2458269.0      860.      0.    5.00E+000      0.9442      1.1472      0.0029     8.300    -0.300     9.550     9.160     8.440
20180601      2458270.0     3860.      1.    5.00E+000      0.8980      1.1424      0.0029     8.191    -0.096     9.892     9.406     8.801
20180602      2458271.0     3078.      1.    5.00E+000      0.8342      1.1281      0.0029     8.300    -0.300     9.881     9.392     8.625
20180603      2458272.0     2939.      1.    5.00E+000      0.7585      1.1273      0.0029     8.097    -0.105     9.983     9.541     8.910
20180604      2458273.0      826.      1.    5.00E+000      0.6731      1.1418      0.0029     8.107    -0.125     9.513     9.057     8.715
20180605      2458274.0     3170.      1.    5.00E+000      0.5801      1.1718      0.0029     8.300    -0.300    10.095     9.542     8.790
20180606      2458275.0      259.      1.    5.00E+000      0.4822      1.2152      0.0029     8.015    -0.041     9.435     9.017     8.404
20180607      2458276.0      120.      1.    5.00E+000      0.3822      1.2758      0.0029     8.300    -0.300     9.479     8.961     8.370
20180608      2458277.0     3147.      1.    5.00E+000      0.2843      1.3489      0.0029     8.137    -0.142    10.128     9.534     8.742
20180609      2458278.0     6266.      1.    5.00E+000      0.1929      1.4331      0.0029     8.215    -0.055    10.300     9.879     9.216
20180610      2458279.0     6300.      1.    5.00E+000      0.1131      1.5239      0.0029     8.254    -0.071    10.344     9.908     9.238
20180611      2458280.0     1052.      1.    5.00E+000      0.0510      1.6073      0.0029     8.112    -0.044     9.754     9.357     8.832
20180612      2458281.0     2365.      1.    5.00E+000      0.0123      1.7350      0.0029     8.118    -0.067    10.297     9.634     8.959
20180613      2458282.0        0.      0.    5.00E+000      0.0013      1.8058      0.0029     8.300    -0.300     8.405     8.530     8.668
20180614      2458283.0      825.      0.    5.00E+000      0.0202      1.6279      0.0029     8.300    -0.300     8.395     8.507     8.713
20180615      2458284.0      944.      0.    5.00E+000      0.0682      1.4928      0.0029     8.300    -0.300     9.802     9.122     8.920
20180616      2458285.0     3072.      1.    5.00E+000      0.1413      1.3486      0.0029     8.353    -0.155    10.011     9.512     9.029
20180617      2458286.0     3444.      1.    5.00E+000      0.2335      1.2149      0.0029     8.243    -0.120    10.018     9.545     9.006
20180618      2458287.0     2239.      1.    5.00E+000      0.3380      1.1012      0.0029     8.322    -0.077     9.757     9.369     8.895
20180619      2458288.0     5836.      0.    5.00E+000      0.4483      1.0118      0.0029     8.300    -0.300    10.312     9.825     9.200
20180620      2458289.0     6620.      0.    5.00E+000      0.5573      0.9564      0.0029     8.300    -0.300    10.289     9.836     9.229
20180621      2458290.0      348.      0.    5.00E+000      0.6609      0.9322      0.0029     8.300    -0.300     9.443     8.921     8.651
20180622      2458291.0     1933.      0.    5.00E+000      0.7551      0.9426      0.0029     8.300    -0.300     9.399     9.006     8.753
20180623      2458292.0     4476.      1.    5.00E+000      0.8365      0.9812      0.0029     8.170    -0.142     9.961     9.592     9.040
20180624      2458293.0      762.      1.    5.00E+000      0.9030      1.0401      0.0029     8.325    -0.155     8.918     8.670     8.582
20180625      2458294.0     3076.      0.    5.00E+000      0.9529      1.0906      0.0029     8.300    -0.300     9.625     9.199     8.622
20180626      2458295.0     2661.      0.    5.00E+000      0.9850      1.1263      0.0029     8.300    -0.300     9.700     9.137     8.531
20180627      2458296.0     3479.      1.    5.00E+000      0.9989      1.1454      0.0029     8.191    -0.050     9.673     9.209     8.657
20180628      2458297.0      745.      0.    5.00E+000      0.9944      1.1470      0.0029     8.300    -0.300     8.190     8.282     8.358
20180629      2458298.0     2407.      0.    5.00E+000      0.9722      1.1315      0.0029     8.300    -0.300     9.570     9.144     8.597
20180630      2458299.0     1614.      0.    5.00E+000      0.9355      1.1653      0.0029     8.300    -0.300     9.711     9.260     8.691
