model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20180900      2458361.0        0.      0.    5.00E+000      0.7145      0.5737      0.0029     0.000     0.000     0.455     0.269     0.236
20180901      2458362.0       33.      0.    5.00E+000      0.6252      0.5242      0.0029     0.000     0.000     0.580     0.571     0.461
20180902      2458363.0      925.      1.    5.00E+000      0.5171      0.5537      0.0029     0.019     0.010     0.650     0.620     0.560
20180903      2458364.0     4539.      1.    5.00E+000      0.4055      0.6588      0.0029     0.007     0.004     1.023     0.707     0.476
20180904      2458365.0    10684.      1.    5.00E+000      0.2964      0.8132      0.0029     0.005     0.003     0.363     0.445     0.584
20180905      2458366.0     9121.      1.    5.00E+000      0.1955      1.0005      0.0029     0.005     0.003     0.256     0.307     0.480
20180906      2458367.0     7312.      1.    5.00E+000      0.1099      1.1724      0.0029     0.006     0.003     0.485     0.447     0.443
20180907      2458368.0     1048.      0.    5.00E+000      0.0464      1.3863      0.0029     0.000     0.000     1.284     1.073     0.766
20180908      2458369.0    10534.      1.    5.00E+000      0.0097      1.5891      0.0029     0.004     0.003     0.262     0.318     0.422
20180909      2458370.0     3603.      1.    5.00E+000      0.0019      1.6906      0.0029     0.015     0.011     0.380     0.678     0.608
20180910      2458371.0    10666.      1.    5.00E+000      0.0223      1.5845      0.0029     0.005     0.003     0.279     0.362     0.521
20180911      2458372.0     9617.      1.    5.00E+000      0.0681      1.5005      0.0029     0.005     0.003     0.267     0.308     0.480
20180912      2458373.0     1962.      0.    5.00E+000      0.1343      1.4149      0.0029     0.000     0.000     0.492     0.372     0.422
20180913      2458374.0        0.      0.    5.00E+000      0.2157      1.3374      0.0029     0.000     0.000     0.543     0.526     0.485
20180914      2458375.0     7392.      1.    5.00E+000      0.3065      1.2482      0.0029     0.006     0.004     0.367     0.411     0.521
20180915      2458376.0     1649.      0.    5.00E+000      0.4032      1.1970      0.0029     0.000     0.000     0.473     0.522     0.466
20180916      2458377.0     3801.      1.    5.00E+000      0.5008      1.1614      0.0029     0.012     0.007     0.793     0.616     0.752
20180917      2458378.0     3572.      1.    5.00E+000      0.5963      1.1398      0.0029     0.008     0.004     0.686     0.673     0.584
20180918      2458379.0     4370.      1.    5.00E+000      0.6872      1.1323      0.0029     0.008     0.004     0.844     0.783     0.641
20180919      2458380.0     3545.      1.    5.00E+000      0.7706      1.1171      0.0029     0.011     0.007     0.409     0.432     0.540
20180920      2458381.0     8276.      1.    5.00E+000      0.8444      1.0857      0.0029     0.006     0.003     0.420     0.539     0.625
20180921      2458382.0     5908.      1.    5.00E+000      0.9067      1.0393      0.0029     0.006     0.004     0.420     0.544     0.655
20180922      2458383.0     4755.      1.    5.00E+000      0.9544      0.9806      0.0029     0.006     0.004     0.513     0.616     0.550
20180923      2458384.0     4583.      1.    5.00E+000      0.9857      0.9113      0.0029     0.007     0.004     0.170     0.400     0.588
20180924      2458385.0     4443.      1.    5.00E+000      0.9982      0.8347      0.0029     0.008     0.005     0.391     0.592     0.498
20180925      2458386.0     6366.      1.    5.00E+000      0.9909      0.7538      0.0029     0.006     0.003     0.279     0.570     0.451
20180926      2458387.0     6471.      1.    5.00E+000      0.9627      0.6720      0.0029     0.006     0.004     0.381     0.632     0.478
20180927      2458388.0     4639.      1.    5.00E+000      0.9139      0.5937      0.0029     0.006     0.004     0.242     0.455     0.575
20180928      2458389.0     4567.      1.    5.00E+000      0.8456      0.5231      0.0029     0.007     0.004     0.206     0.323     0.545
20180929      2458390.0     7642.      1.    5.00E+000      0.7600      0.4647      0.0029     0.006     0.003     0.288     0.369     0.444
