model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20190500      2458603.0     2972.      1.    5.00E+000      0.1477      1.5600      0.0028     0.012     0.009     0.354     0.390     0.416
20190501      2458604.0     4681.      1.    5.00E+000      0.0913      1.6103      0.0028     0.010     0.007     0.461     0.431     0.398
20190502      2458605.0        0.      0.    5.00E+000      0.0432      1.7285      0.0028     0.000     0.000     0.476     0.583     0.522
20190503      2458606.0       26.      1.    5.00E+000      0.0124      1.7900      0.0028     0.201     0.130     0.459     0.477     0.513
20190504      2458607.0        0.      0.    5.00E+000      0.0017      1.8191      0.0028     0.000     0.000     0.252     0.280     0.430
20190505      2458608.0        0.      0.    5.00E+000      0.0129      1.6606      0.0028     0.000     0.000     0.208     0.190     0.296
20190506      2458609.0     8653.      1.    5.00E+000      0.0468      1.4819      0.0028     0.004     0.003     0.297     0.348     0.421
20190507      2458610.0        0.      0.    5.00E+000      0.1028      1.3033      0.0028     0.000     0.000     0.389     0.349     0.288
20190508      2458611.0        0.      0.    5.00E+000      0.1789      1.1289      0.0028     0.000     0.000     0.391     0.414     0.479
20190509      2458612.0       71.      1.    5.00E+000      0.2722      0.9609      0.0028     0.065     0.048     0.767     0.559     0.334
20190510      2458613.0       32.      0.    5.00E+000      0.3780      0.8133      0.0028     0.000     0.000     0.642     0.467     0.309
20190511      2458614.0     1362.      1.    5.00E+000      0.4916      0.7279      0.0028     0.018     0.010     0.474     0.404     0.445
20190512      2458615.0        0.      0.    5.00E+000      0.6057      0.6619      0.0028     0.000     0.000     0.271     0.418     0.419
20190513      2458616.0     2401.      1.    5.00E+000      0.7146      0.6654      0.0028     0.012     0.008     0.858     0.743     0.475
20190514      2458617.0      512.      1.    5.00E+000      0.8119      0.7363      0.0028     0.023     0.013     0.392     0.579     0.537
20190515      2458618.0        0.      0.    5.00E+000      0.8927      0.8330      0.0028     0.000     0.000     0.264     0.321     0.387
20190516      2458619.0      130.      1.    5.00E+000      0.9522      0.9278      0.0028     0.056     0.032     0.158     0.207     0.435
20190517      2458620.0        0.      0.    5.00E+000      0.9879      1.0148      0.0028     0.000     0.000     0.381     0.505     0.705
20190518      2458621.0        0.      0.    5.00E+000      0.9987      1.0889      0.0028     0.000     0.000     0.215     0.242     0.358
20190519      2458622.0        0.      0.    5.00E+000      0.9855      1.1455      0.0028     0.000     0.000     0.385     0.336     0.427
20190520      2458623.0      590.      1.    5.00E+000      0.9506      1.1815      0.0028     0.031     0.017     0.336     0.526     0.714
20190521      2458624.0        0.      0.    5.00E+000      0.8973      1.1959      0.0028     0.000     0.000     0.516     0.402     0.449
20190522      2458625.0     4429.      1.    5.00E+000      0.8294      1.1963      0.0028     0.017     0.012     0.327     0.447     0.933
20190523      2458626.0     1644.      1.    5.00E+000      0.7499      1.2069      0.0028     0.013     0.009     0.862     0.508     0.369
20190524      2458627.0      291.      1.    5.00E+000      0.6622      1.2300      0.0028     0.095     0.077     0.608     0.411     0.282
20190525      2458628.0      153.      1.    5.00E+000      0.5698      1.2622      0.0028     0.057     0.032     0.443     0.386     0.516
20190526      2458629.0        0.      0.    5.00E+000      0.4753      1.3068      0.0028     0.000     0.000     0.477     0.255     0.300
20190527      2458630.0      497.      1.    5.00E+000      0.3813      1.3560      0.0028     0.036     0.018     0.366     0.461     0.643
20190528      2458631.0      269.      1.    5.00E+000      0.2906      1.4139      0.0028     0.042     0.021     0.533     0.433     0.467
20190529      2458632.0      116.      0.    5.00E+000      0.2062      1.4760      0.0028     0.000     0.000     0.326     0.356     0.367
20190530      2458633.0     3306.      1.    5.00E+000      0.1316      1.5427      0.0028     0.021     0.015     0.571     0.495     0.707
20190531      2458634.0     2111.      1.    5.00E+000      0.0731      1.9763      0.0028     0.018     0.012     0.456     0.407     0.432
