model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale         c         k         z         m         l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20200100      2458848.0     7750.      1.    5.00E+000      0.3103      2.1016      0.0029     8.462    -0.311    11.687    11.307    10.857
20200101      2458849.0    18093.      1.    5.00E+000      0.3863      0.8967      0.0029     8.403    -0.309    11.637    11.300    10.819
20200102      2458850.0    11696.      1.    5.00E+000      0.4799      0.8104      0.0029     8.286    -0.231    11.406    11.011    10.551
20200103      2458851.0     3756.      1.    5.00E+000      0.5748      0.7267      0.0029     8.222    -0.298    10.740    10.369    10.565
20200104      2458852.0    13595.      1.    5.00E+000      0.6679      0.6438      0.0029     8.427    -0.298    11.264    10.907    10.558
20200105      2458853.0    11811.      1.    5.00E+000      0.7565      0.5644      0.0029     8.421    -0.307    10.868    10.631    10.285
20200106      2458854.0     9603.      1.    5.00E+000      0.8373      0.4926      0.0029     8.434    -0.307    10.574    10.379    10.052
20200107      2458855.0     4730.      1.    5.00E+000      0.9061      0.4322      0.0029     8.436    -0.321    10.101     9.887     9.661
20200108      2458856.0     1897.      1.    5.00E+000      0.9587      0.3894      0.0029     8.478    -0.309     9.640     9.610     9.494
20200109      2458857.0      493.      1.    5.00E+000      0.9909      0.3686      0.0029     8.341    -0.253     9.657     9.493     9.280
20200110      2458858.0        0.      0.    5.00E+000      0.9992      0.3747      0.0029     8.300    -0.300     7.768     7.602     8.305
20200111      2458859.0     1459.      1.    5.00E+000      0.9812      0.4089      0.0029     8.341    -0.288     9.048     9.078     9.220
20200112      2458860.0     5936.      1.    5.00E+000      0.9370      0.4683      0.0029     8.301    -0.233    10.184     9.961     9.684
20200113      2458861.0     5564.      1.    5.00E+000      0.8687      0.5481      0.0029     8.353    -0.310    10.492    10.258     9.868
20200114      2458862.0     4770.      1.    5.00E+000      0.7798      0.6413      0.0029     8.211    -0.234     9.461     9.383    10.017
20200115      2458863.0     2127.      1.    5.00E+000      0.6768      0.7413      0.0029     8.390    -0.305    10.436    10.294    10.275
20200116      2458864.0     2111.      1.    5.00E+000      0.5654      0.8419      0.0029     8.171    -0.295    11.532    11.098    10.666
20200117      2458865.0     2213.      1.    5.00E+000      0.4524      0.9371      0.0029     8.054    -0.166    10.805    10.508    10.484
20200118      2458866.0        0.      0.    5.00E+000      0.3433      1.0434      0.0029     8.300    -0.300    10.285    10.285    10.502
20200119      2458867.0        0.      0.    5.00E+000      0.2435      1.1675      0.0029     8.300    -0.300    10.900    10.717    10.815
20200120      2458868.0       43.      1.    5.00E+000      0.1574      1.3016      0.0029     7.921    -0.560    10.537    10.351    10.393
20200121      2458869.0        0.      0.    5.00E+000      0.0883      1.4378      0.0029     8.300    -0.300    10.797    10.418     9.949
20200122      2458870.0    17970.      1.    5.00E+000      0.0384      1.5678      0.0029     8.393    -0.322    11.727    11.352    10.907
20200123      2458871.0    15787.      1.    5.00E+000      0.0092      1.7053      0.0029     8.378    -0.350    11.760    11.374    10.918
20200124      2458872.0        0.      0.    5.00E+000      0.0007      1.8211      0.0029     8.300    -0.300    10.494    10.418    10.541
20200125      2458873.0        0.      0.    5.00E+000      0.0124      1.6278      0.0029     8.300    -0.300    10.996    10.795    10.910
20200126      2458874.0     3933.      1.    5.00E+000      0.0427      1.4794      0.0029     8.185    -0.271    11.666    11.320    10.900
20200127      2458875.0     1822.      1.    5.00E+000      0.0897      1.3115      0.0029     8.360    -0.426    10.914    10.566    10.400
20200128      2458876.0    13424.      1.    5.00E+000      0.1510      1.1485      0.0029     8.328    -0.311    11.684    11.292    10.811
20200129      2458877.0    14261.      1.    5.00E+000      0.2240      0.9922      0.0029     8.389    -0.291    11.557    11.240    10.813
20200130      2458878.0     8776.      1.    5.00E+000      0.3069      0.8427      0.0029     8.271    -0.301    11.586    11.196    10.883
20200131      2458879.0      915.      1.    5.00E+000      0.3865      0.7201      0.0029     8.156    -0.192    10.340    10.168    10.297
