model = proj_asin1
--------------------------------------------------------------------------------------------------------------------------------------------
    date    julian_date         n       f          exp        m_ph        m_zd       scale       s_c       s_k       s_z       s_m       s_l
     [/]            [/]       [/]     [/]        [sec]         [/]       [rad]    [rad/px]       [/]       [/]       [/]       [/]       [/]
--------------------------------------------------------------------------------------------------------------------------------------------
 
20200100      2458848.0     7750.      1.    5.00E+000      0.3103      2.1016      0.0029     0.003     0.002     0.371     0.444     0.584
20200101      2458849.0    18093.      1.    5.00E+000      0.3863      0.8967      0.0029     0.003     0.002     0.335     0.411     0.606
20200102      2458850.0    11696.      1.    5.00E+000      0.4799      0.8104      0.0029     0.003     0.002     0.412     0.573     0.722
20200103      2458851.0     3756.      1.    5.00E+000      0.5748      0.7267      0.0029     0.006     0.003     0.874     0.904     0.976
20200104      2458852.0    13595.      1.    5.00E+000      0.6679      0.6438      0.0029     0.003     0.002     0.642     0.741     0.629
20200105      2458853.0    11811.      1.    5.00E+000      0.7565      0.5644      0.0029     0.003     0.002     0.518     0.673     0.621
20200106      2458854.0     9603.      1.    5.00E+000      0.8373      0.4926      0.0029     0.003     0.002     0.605     0.662     0.634
20200107      2458855.0     4730.      1.    5.00E+000      0.9061      0.4322      0.0029     0.005     0.003     1.063     0.976     0.766
20200108      2458856.0     1897.      1.    5.00E+000      0.9587      0.3894      0.0029     0.010     0.006     0.934     0.922     0.759
20200109      2458857.0      493.      1.    5.00E+000      0.9909      0.3686      0.0029     0.019     0.013     0.560     0.607     0.435
20200110      2458858.0        0.      0.    5.00E+000      0.9992      0.3747      0.0029     0.000     0.000     0.954     0.774     0.856
20200111      2458859.0     1459.      1.    5.00E+000      0.9812      0.4089      0.0029     0.010     0.007     1.131     0.999     0.837
20200112      2458860.0     5936.      1.    5.00E+000      0.9370      0.4683      0.0029     0.004     0.002     0.612     0.683     0.607
20200113      2458861.0     5564.      1.    5.00E+000      0.8687      0.5481      0.0029     0.005     0.003     0.419     0.682     0.609
20200114      2458862.0     4770.      1.    5.00E+000      0.7798      0.6413      0.0029     0.006     0.004     1.253     1.182     0.913
20200115      2458863.0     2127.      1.    5.00E+000      0.6768      0.7413      0.0029     0.008     0.005     0.562     0.637     0.586
20200116      2458864.0     2111.      1.    5.00E+000      0.5654      0.8419      0.0029     0.012     0.006     0.292     0.508     0.545
20200117      2458865.0     2213.      1.    5.00E+000      0.4524      0.9371      0.0029     0.007     0.004     0.585     0.513     0.691
20200118      2458866.0        0.      0.    5.00E+000      0.3433      1.0434      0.0029     0.000     0.000     0.207     0.356     0.573
20200119      2458867.0        0.      0.    5.00E+000      0.2435      1.1675      0.0029     0.000     0.000     0.409     0.349     0.431
20200120      2458868.0       43.      1.    5.00E+000      0.1574      1.3016      0.0029     0.093     0.073     0.408     0.454     0.700
20200121      2458869.0        0.      0.    5.00E+000      0.0883      1.4378      0.0029     0.000     0.000     0.268     0.355     0.898
20200122      2458870.0    17970.      1.    5.00E+000      0.0384      1.5678      0.0029     0.003     0.002     0.310     0.363     0.563
20200123      2458871.0    15787.      1.    5.00E+000      0.0092      1.7053      0.0029     0.003     0.002     0.340     0.401     0.590
20200124      2458872.0        0.      0.    5.00E+000      0.0007      1.8211      0.0029     0.000     0.000     0.327     0.322     0.539
20200125      2458873.0        0.      0.    5.00E+000      0.0124      1.6278      0.0029     0.000     0.000     0.408     0.375     0.482
20200126      2458874.0     3933.      1.    5.00E+000      0.0427      1.4794      0.0029     0.008     0.004     0.388     0.398     0.585
20200127      2458875.0     1822.      1.    5.00E+000      0.0897      1.3115      0.0029     0.017     0.012     0.558     0.486     0.748
20200128      2458876.0    13424.      1.    5.00E+000      0.1510      1.1485      0.0029     0.004     0.002     0.360     0.406     0.599
20200129      2458877.0    14261.      1.    5.00E+000      0.2240      0.9922      0.0029     0.003     0.002     0.291     0.364     0.646
20200130      2458878.0     8776.      1.    5.00E+000      0.3069      0.8427      0.0029     0.004     0.003     0.589     0.567     0.714
20200131      2458879.0      915.      1.    5.00E+000      0.3865      0.7201      0.0029     0.015     0.009     0.684     0.687     0.785
